rollout/ep_len_mean,time/time_elapsed,time/iterations,rollout/success_rate,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/approx_kl,train/value_loss,train/explained_variance,train/entropy_loss,train/clip_fraction,train/learning_rate,train/std,train/loss,train/policy_gradient_loss,train/clip_range,train/n_updates,eval/success_rate,eval/mean_ep_length,eval/mean_reward
512.0,59,1,0.0,402.008544921875,4096,69,,,,,,,,,,,,,,
512.0,117,2,0.0,391.86279296875,8192,69,26.981964,1.384806215763092,0.13775211572647095,28.67667865753174,0.5,0.0004,0.009998681023716927,0.5450471043586731,0.07439144887030125,0.2,1,,,
512.0,176,3,0.0,391.6579284667969,12288,69,30.02283,0.40674859285354614,0.8119909763336182,28.67750072479248,0.5,0.0004,0.009998174384236336,0.4216145873069763,0.14859631657600403,0.2,2,,,
512.0,234,4,0.0,382.48919677734375,16384,69,21.078222,0.5701102018356323,0.8213929384946823,28.67769145965576,0.498046875,0.0004,0.009998258203268051,0.6081496477127075,0.16694199480116367,0.2,3,,,
512.0,293,5,0.0,376.31768798828125,20480,69,21.06255,0.5368607938289642,0.6989639699459076,28.677602767944336,0.5,0.0004,0.009998373687267303,0.43364131450653076,0.12965006660670042,0.2,4,,,
512.0,351,6,0.0,372.5243225097656,24576,69,9.382473,0.4143153056502342,0.6286562085151672,28.67775249481201,0.5,0.0004,0.009997929446399212,0.3777010440826416,0.14863834716379642,0.2,5,,,
512.0,409,7,0.0,368.603271484375,28672,69,10.975264,0.31562112644314766,0.44666147232055664,28.678275108337402,0.5,0.0004,0.009997216984629631,0.2993007302284241,0.1222476027905941,0.2,6,,,
512.0,468,8,0.0,367.4333190917969,32768,69,6.9519653,0.2885938920080662,-0.40287673473358154,28.678924560546875,0.5,0.0004,0.009996490553021431,0.24726735055446625,0.09717587195336819,0.2,7,,,
512.0,526,9,0.0,366.61181640625,36864,70,6.4473953,0.4775117337703705,0.7387050986289978,28.679542541503906,0.5,0.0004,0.009995847940444946,0.7502782344818115,0.27848859084770083,0.2,8,,,
512.0,584,10,0.0,366.15264892578125,40960,70,5.356906,0.43578121066093445,0.7714382112026215,28.679940223693848,0.49609375,0.0004,0.009995607659220695,0.49109548330307007,0.1528022876009345,0.2,9,,,
512.0,642,11,0.0,366.0466613769531,45056,70,4.293828,0.5045323222875595,0.7717550247907639,28.680256843566895,0.49609375,0.0004,0.009995145723223686,0.6913262605667114,0.2392383604310453,0.2,10,,,
512.0,701,12,0.0,366.2312927246094,49152,70,6.666237,0.653031587600708,0.8678708076477051,28.68071174621582,0.49609375,0.0004,0.009994600899517536,0.6104123592376709,0.1555847660638392,0.2,11,,,
512.0,759,13,0.0,365.17840576171875,53248,70,6.549947,0.47274601459503174,0.7484623491764069,28.68111801147461,0.4921875,0.0004,0.009994246996939182,0.44455644488334656,0.11608943587634712,0.2,12,,,
512.0,817,14,0.0,363.1982116699219,57344,70,9.092094,1.1328320503234863,0.8339350372552872,28.681570053100586,0.49609375,0.0004,0.0099936006590724,1.29305100440979,0.39132772386074066,0.2,13,,,
512.0,875,15,0.0,361.9910888671875,61440,70,9.339458,0.994915246963501,0.778004914522171,28.682086944580078,0.49609375,0.0004,0.009993103332817554,0.7522406578063965,0.17322324868291616,0.2,14,,,
512.0,934,16,0.0,361.926025390625,65536,70,11.043037,0.8398742973804474,0.7510151565074921,28.682397842407227,0.49609375,0.0004,0.009992912411689758,0.6558113098144531,0.15953193232417107,0.2,15,,,
512.0,992,17,0.0,363.2889099121094,69632,70,14.028986,1.2280701398849487,0.5966581702232361,28.682515144348145,0.5,0.0004,0.009992845356464386,0.824876070022583,0.1821033377200365,0.2,16,,,
512.0,1050,18,0.0,365.0787048339844,73728,70,21.118622,0.9405998289585114,0.4989319443702698,28.68263339996338,0.498046875,0.0004,0.009992656297981739,7.758471488952637,3.7070623827166855,0.2,17,,,
512.0,1108,19,0.0,366.5108947753906,77824,70,11.029274,0.6821253895759583,0.3406360149383545,28.68276596069336,0.498046875,0.0004,0.009992554783821106,0.5739932656288147,0.15487471548840404,0.2,18,,,
512.0,1166,20,0.0,368.12066650390625,81920,70,9.872105,0.9203300178050995,0.198095440864563,28.68287467956543,0.5,0.0004,0.009992416016757488,0.6901315450668335,0.16355373430997133,0.2,19,,,
512.0,1225,21,0.0,369.3551025390625,86016,70,12.887896,1.048068344593048,0.023944973945617676,28.68295669555664,0.498046875,0.0004,0.009992373175919056,1.3459100723266602,0.4563917703926563,0.2,20,,,
512.0,1283,22,0.0,370.198974609375,90112,70,7.5501256,0.8644101023674011,0.13036930561065674,28.682992935180664,0.49609375,0.0004,0.009992336854338646,0.749129593372345,0.18683139234781265,0.2,21,,,
512.0,1341,23,0.0,372.7131652832031,94208,70,10.195675,0.9539626836776733,0.15746575593948364,28.682950973510742,0.5,0.0004,0.009992469102144241,0.7833971977233887,0.14678361266851425,0.2,22,,,
512.0,1400,24,0.0,373.45477294921875,98304,70,13.641362,0.5620149672031403,0.5250110924243927,28.682903289794922,0.498046875,0.0004,0.009992447681725025,0.5956913828849792,0.14385736547410488,0.2,23,,,
512.0,1458,25,0.0,372.2139587402344,102400,70,9.855279,0.6772429347038269,0.6719915568828583,28.683000564575195,0.5,0.0004,0.009992257691919804,0.6227021813392639,0.14626067131757736,0.2,24,,,
512.0,1516,26,0.0,372.0567932128906,106496,70,10.103976,0.9102526605129242,-0.4828970432281494,28.68314838409424,0.498046875,0.0004,0.00999211985617876,0.7838934063911438,0.15963775105774403,0.2,25,,,
512.0,1574,27,0.0,372.2945556640625,110592,70,11.7067585,0.6561660170555115,0.8529863208532333,28.68337917327881,0.5,0.0004,0.009991745464503765,0.6317639946937561,0.16127546317875385,0.2,26,,,
512.0,1633,28,0.0,372.569580078125,114688,70,13.109722,0.5450116693973541,0.8525330573320389,28.68369197845459,0.5,0.0004,0.009991426952183247,0.539304256439209,0.1544270422309637,0.2,27,,,
512.0,1691,29,0.0,373.3535461425781,118784,70,18.734396,0.5026128739118576,0.823696494102478,28.6839656829834,0.5,0.0004,0.00999113917350769,0.508655309677124,0.14834196190349758,0.2,28,,,
512.0,1750,30,0.0,373.4731140136719,122880,70,20.03548,0.47757232189178467,0.8069002479314804,28.684131622314453,0.498046875,0.0004,0.009991059079766273,0.5142831802368164,0.15110970102250576,0.2,29,,,
512.0,1808,31,0.0,373.6957702636719,126976,70,10.706819,0.4034968763589859,0.8690575361251831,28.684290885925293,0.5,0.0004,0.009990785270929337,0.46841222047805786,0.1505506131798029,0.2,30,,,
512.0,1866,32,0.0,373.7759094238281,131072,70,3.936993,0.40646468102931976,0.834218367934227,28.684508323669434,0.498046875,0.0004,0.009990576654672623,0.4596199691295624,0.14819451980292797,0.2,31,,,
512.0,1924,33,0.0,373.50469970703125,135168,70,4.254814,0.39843320846557617,0.7689753174781799,28.68471622467041,0.49609375,0.0004,0.009990324266254902,0.5804721117019653,0.2143513048067689,0.2,32,,,
512.0,1983,34,0.0,371.7861328125,139264,70,6.128667,0.4589538276195526,0.7257514894008636,28.68490982055664,0.498046875,0.0004,0.009990147314965725,0.46398288011550903,0.14526038896292448,0.2,33,,,
512.0,2041,35,0.0,371.5807800292969,143360,70,10.841623,0.5082322210073471,0.6047976911067963,28.685047149658203,0.5,0.0004,0.009990020655095577,0.4947425127029419,0.15156429912894964,0.2,34,,,
512.0,2100,36,0.0,370.9069519042969,147456,70,9.992373,0.47634898126125336,0.5114339590072632,28.685209274291992,0.494140625,0.0004,0.009989789687097073,0.5015844106674194,0.14624759182333946,0.2,35,,,
512.0,2158,37,0.0,370.560302734375,151552,70,14.207644,0.4435884654521942,0.4670776128768921,28.68550205230713,0.498046875,0.0004,0.009989372454583645,0.5251320600509644,0.15385372750461102,0.2,36,,,
512.0,2216,38,0.0,370.5185241699219,155648,70,6.392832,0.5891070812940598,0.27254825830459595,28.685914039611816,0.49609375,0.0004,0.0099888751283288,0.5620647668838501,0.1566791534423828,0.2,37,,,
512.0,2275,39,0.0,370.34454345703125,159744,70,6.54036,0.4621981978416443,0.22400087118148804,28.68641185760498,0.494140625,0.0004,0.009988267906010151,0.4516840875148773,0.15165702812373638,0.2,38,,,
512.0,2333,40,0.0,369.23199462890625,163840,70,7.034847,0.4501632750034332,0.5935730934143066,28.686994552612305,0.4921875,0.0004,0.009987582452595234,0.7040935158729553,0.29065388068556786,0.2,39,,,
512.0,2391,41,0.0,366.57281494140625,167936,70,6.4645414,0.44193530082702637,0.5167719423770905,28.68762493133545,0.5,0.0004,0.00998686719685793,0.36275947093963623,0.11001165583729744,0.2,40,,,
512.0,2449,42,0.0,367.8349914550781,172032,70,7.224828,0.4071534126996994,0.019762933254241943,28.68822479248047,0.5,0.0004,0.009986251592636108,0.3880077600479126,0.1110667921602726,0.2,41,,,
512.0,2506,43,0.0,366.2510681152344,176128,70,4.3379955,0.8132524192333221,0.23051434755325317,28.68875789642334,0.49609375,0.0004,0.009985685348510742,0.7621419429779053,0.15562228485941887,0.2,42,,,
512.0,2564,44,0.0,367.228271484375,180224,70,4.696948,0.5786139667034149,0.5460152626037598,28.689202308654785,0.494140625,0.0004,0.00998526532202959,0.5487102270126343,0.1218478586524725,0.2,43,,,
512.0,2622,45,0.0,368.2109680175781,184320,70,4.1681128,0.7681711316108704,0.548796147108078,28.689620971679688,0.482421875,0.0004,0.009984759613871574,1.0344680547714233,0.3373577054589987,0.2,44,,,
512.0,2680,46,0.0,368.66754150390625,188416,70,2.47466,0.6579943299293518,0.5565207898616791,28.690022468566895,0.486328125,0.0004,0.009984375908970833,0.5641365051269531,0.14088458940386772,0.2,45,,,
512.0,2739,47,0.0,369.88995361328125,192512,70,2.6593845,0.6277765035629272,0.12427300214767456,28.690366744995117,0.494140625,0.0004,0.009983993135392666,0.6403156518936157,0.1679150154814124,0.2,46,,,
512.0,2797,48,0.0,370.64044189453125,196608,70,2.4565842,0.5012859106063843,0.20986729860305786,28.690722465515137,0.490234375,0.0004,0.009983586147427559,0.5860055088996887,0.19282140210270882,0.2,47,,,
512.0,2856,49,0.0,373.0328063964844,200704,70,4.009142,0.5228438377380371,0.27308547496795654,28.691057205200195,0.49609375,0.0004,0.009983253665268421,0.448415607213974,0.12467476353049278,0.2,48,,,
512.0,2914,50,0.0,374.7885437011719,204800,70,3.1526403,0.566391721367836,0.20214253664016724,28.69131851196289,0.494140625,0.0004,0.009983008727431297,0.9841228723526001,0.3913455978035927,0.2,49,,,
512.0,2973,51,0.0,376.7001037597656,208896,70,2.1477258,0.4703599512577057,0.14214545488357544,28.691547393798828,0.490234375,0.0004,0.009982743300497532,0.7339707612991333,0.272232988383621,0.2,50,,,
512.0,3031,52,0.0,376.9949645996094,212992,70,3.0212593,0.4770623594522476,0.18505311012268066,28.691777229309082,0.494140625,0.0004,0.009982498362660408,0.519241452217102,0.1541183372028172,0.2,51,,,
512.0,3089,53,0.0,379.982421875,217088,70,3.86509,0.5471758544445038,0.27249675989151,28.691996574401855,0.4921875,0.0004,0.009982259012758732,0.5668939352035522,0.16045005898922682,0.2,52,,,
512.0,3147,54,0.0,381.7107849121094,221184,70,4.2199616,0.5537627935409546,0.4357945919036865,28.69215202331543,0.48828125,0.0004,0.00998215563595295,0.8857138752937317,0.3154868520796299,0.2,53,,,
512.0,3205,55,0.0,382.8252258300781,225280,70,3.190714,0.5348387658596039,0.509525716304779,28.692358016967773,0.498046875,0.0004,0.00998180452734232,0.6240568161010742,0.17294899048283696,0.2,54,,,
512.0,3264,56,0.0,383.6938171386719,229376,70,4.1116786,0.5877046883106232,0.5687414109706879,28.69261932373047,0.494140625,0.0004,0.009981580078601837,0.5519881248474121,0.15114594902843237,0.2,55,,,
512.0,3322,57,0.0,385.4053955078125,233472,70,3.4257488,0.5775456130504608,0.6558459401130676,28.69277572631836,0.498046875,0.0004,0.009981459937989712,0.7390916347503662,0.224547004327178,0.2,56,,,
