#{"t_start": 1733096099.8957553, "env_id": "None"}
r,l,t
-36.420868,512,5870.611059
-9.730911,140,5871.596221
-37.27159,512,5871.990264
-0.37407577,13,5872.495371
-0.30991578,12,5873.071685
0.042066157,6,5873.514878
0.0995751,5,5873.936267
-17.44714,512,5874.267736
0.11876738,5,5874.668196
0.11984205,5,5875.000942
-54.386173,512,5875.374926
0.1292268,5,5875.733093
0.131872,5,5876.155428
-0.9842603,27,5876.821
-0.33162045,13,5877.419594
0.011818767,6,5877.862583
0.04831493,6,5878.303009
0.08400351,6,5878.748767
-66.2014,512,5879.083797
-3.5276055,122,5882.064845
0.08907437,6,5882.511327
0.14190972,5,5882.934476
-25.707735,512,5883.738393
-23.053722,512,5885.644352
-6.6452084,157,5887.469716
-16.652813,463,5888.782799
-0.030908227,6,5889.226432
-0.0074033737,6,5889.671887
0.022983432,6,5890.116123
-0.27312803,12,5890.686556
-0.32894838,12,5891.259287
-2.7673757,90,5891.660549
-0.3259462,11,5892.12324
-0.37035835,11,5892.678552
-0.392313,11,5893.234138
-55.5866,512,5893.722528
-0.4186113,11,5894.096471
-32.525955,512,5895.250744
-3.246739,84,5895.696628
-24.112934,512,5896.030658
0.1266377,5,5896.454475
-0.3591702,11,5896.894357
0.13836735,5,5896.894408
0.14003754,5,5897.317837
-0.08501649,7,5897.670478
-0.02959609,7,5898.133599
0.054447412,6,5898.575541
0.13324118,5,5898.99465
-54.994648,512,5899.589093
-16.045835,512,5903.254644
-10.125862,280,5904.310091
-0.23591375,9,5904.822633
-0.25482738,9,5905.333764
-0.2555039,10,5905.863628
-22.356693,512,5906.35142
-0.3014921,10,5906.702435
-0.3278253,10,5907.228976
-0.35045195,10,5907.758235
-0.3818308,10,5908.28873
-12.191294,278,5908.819636
-0.41816676,11,5909.150899
-3.2823172,88,5911.366102
-56.440456,512,5913.051692
-29.192049,512,5914.301574
-4.4894257,107,5914.688015
-0.36431003,11,5915.251038
-0.084275365,7,5915.724485
-24.986217,512,5916.060659
0.12748438,5,5916.486724
0.13897121,5,5916.918491
0.14052296,5,5917.345764
-29.225538,512,5918.091853
-10.982952,293,5919.448687
-2.3111045,86,5919.866354
-0.23617446,9,5920.263337
-0.25505197,9,5920.771661
-0.27044106,10,5921.320885
-0.3356197,10,5921.858401
-0.4364258,10,5922.389258
-9.670095,185,5923.469398
-18.889091,512,5924.28691
-8.765582,176,5924.705274
-0.20095849,9,5925.216015
-0.22456396,10,5925.743152
-0.23971057,10,5926.279177
-0.24576712,10,5926.809844
-0.23655915,10,5927.335679
-0.24339402,10,5927.868141
-23.128687,512,5928.309144
-0.24206316,10,5928.701144
-8.039181,177,5929.056364
-0.27917945,11,5929.55927
-0.55844665,18,5930.062942
-0.27872038,11,5930.424549
-0.284701,11,5930.971596
-0.2865231,11,5931.521482
-0.90127695,30,5931.961866
-0.26265097,10,5932.364496
-0.29443228,11,5932.911186
-0.5590906,18,5933.288402
-0.2990123,11,5933.769667
-0.30054295,11,5934.322814
-0.87290704,29,5934.857834
-0.29917216,11,5935.188785
-0.30032706,11,5935.748022
-0.5606458,18,5936.191788
-0.30088842,11,5936.602838
-0.305632,11,5937.160706
-0.31710184,11,5937.715211
-0.9028617,30,5938.091341
-0.2987677,11,5938.572445
-0.5594057,18,5939.096531
-0.3088236,11,5939.429318
-0.31634474,11,5939.979405
-0.31931484,11,5940.533511
-56.452717,512,5940.909277
-0.87604797,29,5941.283896
-0.32501948,11,5941.710655
-0.33051097,11,5942.261206
-0.5659865,18,5942.61472
-0.33177507,11,5943.125474
-0.33395016,11,5943.684658
-0.89976394,30,5944.222706
-0.33569372,11,5944.549865
-0.33768964,11,5945.107662
-0.55951464,18,5945.560385
-0.33085024,11,5945.984985
-0.33738637,11,5946.544933
-33.786865,512,5947.13074
-0.33894992,11,5947.130789
-0.87115693,29,5947.48651
-0.34152937,11,5948.006892
-0.5663545,18,5948.511935
-0.33842504,11,5948.865223
-0.33891487,11,5949.421703
-0.34471166,11,5949.96963
-0.9003165,30,5950.411812
-0.34218228,11,5950.8331
-0.33493996,11,5951.38401
-0.5599843,18,5951.73634
-0.33496857,11,5952.238375
-0.34786415,11,5952.78642
-50.891125,512,5953.249132
-0.8747413,29,5953.605957
-0.34172356,11,5953.958797
-0.34818697,11,5954.510388
-0.56584704,18,5954.932899
-0.3460971,11,5955.37373
-29.782955,512,5955.882541
-0.3448677,11,5956.246845
-0.3422408,11,5956.792399
-0.9002137,30,5957.146522
-37.24662,512,5957.631533
-0.34342992,11,5957.961545
-0.55951107,18,5958.461914
-0.3458147,11,5958.812912
-0.34450984,11,5959.360787
-0.3426664,11,5959.912242
-0.87485814,29,5960.333184
-0.3430196,11,5960.776265
-0.34749877,11,5961.324211
-0.559533,18,5961.654467
-0.335011,11,5962.178817
-29.41112,512,5962.554501
-0.34617066,11,5963.041219
-0.876814,29,5963.525346
-0.34041893,11,5963.905447
-0.3403015,11,5964.453812
-0.566805,18,5964.848303
-0.34261882,11,5965.310275
-0.33748877,11,5965.852836
-0.34701025,11,5966.403184
-0.9042598,30,5966.733432
-0.33693302,11,5967.259009
-0.55998576,18,5967.741024
-0.3461795,11,5968.116163
-0.33885074,11,5968.670109
-0.33815455,11,5969.220022
-0.87602603,29,5969.615443
-0.33210766,11,5970.081901
-0.5659739,18,5970.640072
-0.331805,11,5970.640121
-0.3365004,11,5971.184257
-0.33657563,11,5971.734653
-0.90297174,30,5972.222806
-0.33615828,11,5972.600067
-0.33694077,11,5973.156072
-0.5590552,18,5973.568383
-0.33201706,11,5974.041819
-75.33028,512,5974.549135
-0.3354746,11,5974.913773
-0.86984277,29,5975.500989
-0.33458686,11,5975.501037
-0.32890713,11,5976.068407
-0.5659808,18,5976.533397
-0.3302058,11,5976.962583
-0.33699524,11,5977.520519
-0.32803452,11,5978.064127
-0.903888,30,5978.470029
-0.3277992,11,5978.933714
-0.5585227,18,5979.496423
-0.33626556,11,5979.49647
-0.33593798,11,5980.049159
-27.010363,512,5980.491887
-0.32694328,11,5980.906575
-0.8708694,29,5981.370392
-0.32847035,11,5981.767415
-0.3284222,11,5982.323272
-0.5612775,18,5982.697026
-0.3283943,11,5983.18179
-0.33174312,11,5983.729409
-0.903579,30,5984.299962
-0.3317746,11,5984.300009
-0.33055723,11,5984.849692
-0.55928516,18,5985.316312
-0.33033442,11,5985.710642
-0.33382988,11,5986.26765
-56.745533,512,5986.624684
-0.3245957,11,5987.141205
-0.8738786,29,5987.515868
-0.324476,11,5987.994288
-0.5656495,18,5988.525753
-0.3328966,11,5988.855482
-34.3148,512,5989.25378
-0.33327675,11,5989.723901
-0.32358336,11,5990.27699
-60.94327,512,5990.695681
-0.9006876,30,5991.050919
-0.32403493,11,5991.447054
-0.3201338,11,5991.994893
-0.56845236,18,5992.369379
-0.32258785,11,5992.853689
-0.32172143,11,5993.404338
-0.89880645,30,5993.969037
-0.3213179,11,5993.969089
-0.32257843,11,5994.520035
-0.5592356,18,5994.980895
-36.500977,512,5995.333897
-0.31831503,11,5995.690394
-0.32076538,11,5996.244508
-0.32062423,11,5996.78855
-0.87164724,29,5997.16474
-0.32040966,11,5997.653244
-0.5669048,18,5998.202733
-0.32361352,11,5998.534837
-0.37344742,12,5999.077705
-66.666145,512,6002.39657
-33.32686,512,6004.802503
-48.106426,512,6007.245654
-29.23118,512,6008.343957
-49.912415,512,6009.173438
-28.459024,512,6011.032837
-33.655285,512,6012.346345
-32.95828,512,6012.905738
-48.995724,512,6016.16281
-36.20041,512,6018.535578
-3.1289062,78,6020.549351
-0.18603766,13,6021.141942
-42.543335,512,6021.540489
0.040666044,6,6021.89708
-43.9312,512,6022.921175
-42.53436,512,6023.732917
-2.322882,88,6024.74184
0.0302068,7,6025.204652
-0.023786306,7,6025.669772
-0.07913506,7,6026.134785
-20.360104,512,6026.808847
-30.93273,512,6028.12426
-38.83985,512,6028.678181
-6.101516,129,6030.171968
-0.1086216,15,6030.817236
-0.15082848,16,6036.06796
-0.45005548,26,6036.966195
-0.11434674,15,6037.615159
-55.792,512,6038.136506
-0.17480075,16,6038.596446
-0.15980208,15,6039.228659
-0.47014022,25,6040.096431
-9.383337,251,6040.64291
-0.79910076,36,6041.501859
-15.73723,247,6042.420989
-0.81172645,35,6042.888866
-0.24915302,11,6043.288668
-0.27890337,9,6043.79217
-0.3129871,9,6044.297424
-0.37199962,10,6044.826848
-0.42825627,10,6045.351719
-1.1371307,46,6045.746943
-47.76533,512,6046.644312
-69.43841,512,6047.722542
-42.101482,512,6048.544155
-5.932695,181,6051.015826
-35.15805,512,6051.77827
-0.8252051,38,6052.496348
-0.8914176,41,6053.730071
-29.724098,512,6055.969952
-30.178099,512,6057.549179
-4.9882865,199,6059.007634
-37.493183,512,6060.377288
-35.223682,512,6061.367873
-64.46219,512,6062.44108
-28.463787,512,6063.259456
-3.8750505,160,6064.05311
-0.6920675,28,6064.495333
-0.48240817,22,6065.325636
-0.49966705,23,6066.173752
-0.5161855,24,6067.021797
-39.34477,512,6067.762876
-0.60416377,27,6068.258242
-2.883916,123,6069.078465
-2.6202347,112,6071.842373
-34.143353,512,6072.285814
-55.83753,512,6073.857147
-2.504535,107,6075.106092
-32.186035,512,6076.70317
-32.935993,512,6077.689546
-2.41858,103,6078.284909
-63.24982,512,6079.07769
-11.563328,393,6080.017089
-0.4601314,27,6080.925509
-31.944874,449,6081.696285
-0.39771235,26,6082.117897
-0.07443011,6,6082.45238
-0.011631966,6,6082.891429
0.08723414,5,6083.317056
-0.124934435,16,6083.715893
0.11649692,5,6084.043709
-0.5781454,31,6085.026072
-1.730433,44,6085.649757
-0.12139499,16,6086.010219
-0.42377377,14,6086.588204
-0.4208851,14,6087.204753
-0.48835123,15,6087.847229
0.019835293,6,6088.28664
-1.0696769,51,6088.68592
-13.490875,232,6089.066055
0.060557306,6,6089.066104
0.0889563,6,6089.512109
-0.4010458,11,6089.962787
0.15425277,5,6089.962839
-0.15278137,17,6090.36956
-1.3788576,61,6092.004422
-24.325832,512,6092.59946
-0.8916881,45,6093.61175
-39.27386,512,6094.493514
-0.94885266,47,6095.275979
-0.91270673,46,6096.593653
-18.859692,512,6097.659813
-0.91150486,46,6098.204433
-24.643566,512,6099.237392
-0.93813694,47,6099.858248
-60.23499,512,6100.347915
-0.93430996,47,6101.509803
-0.96416664,48,6102.861611
-0.96038544,48,6104.216043
-0.98433745,49,6105.586718
-35.175564,512,6106.44873
-28.926382,512,6106.44878
-0.98254704,49,6107.314969
-0.98232484,49,6108.689693
-36.599598,512,6109.089875
-0.98356616,49,6110.372366
-21.07832,512,6110.961286
-0.9830967,49,6112.058213
-1.0115566,50,6113.463831
-14.706191,512,6114.123315
-1.0115082,50,6115.181369
-39.212353,512,6115.713988
-58.891464,512,6116.493315
-0.9848715,49,6117.176012
-1.0142574,50,6118.562224
-1.0149028,50,6119.940859
-1.0150738,50,6121.334625
-35.221233,512,6122.584109
-45.765846,512,6122.584161
-34.47068,512,6124.594794
-26.088428,512,6126.178246
-17.382643,512,6128.716827
-55.283222,512,6129.997156
-65.72855,512,6130.782674
-17.45281,512,6134.739495
-35.753872,512,6135.968335
-84.580925,512,6135.968388
-19.089079,512,6137.977446
-30.257801,512,6139.543514
-7.135866,194,6140.234885
-21.325214,512,6142.404666
-2.4285717,88,6142.781157
-17.407183,512,6143.981628
-70.965225,512,6144.775457
-49.78617,512,6149.639986
-75.7273,512,6149.640038
-15.547355,512,6151.666821
-29.085293,512,6153.249757
-18.450489,467,6154.83363
-0.46232188,16,6155.498275
-0.3590331,12,6156.065813
-0.37921786,12,6156.627972
-15.278777,512,6157.118821
-0.36830008,11,6157.497105
-0.41996586,11,6158.046206
-15.294927,512,6158.937662
-74.335915,512,6159.71849
-59.97565,512,6164.581228
-56.585728,512,6164.581284
-19.85675,512,6166.582943
-22.779716,512,6168.16647
-28.589155,512,6170.782918
-32.55187,512,6171.40106
-21.15358,512,6172.295793
-91.701004,512,6173.087683
-66.43923,512,6177.938228
-67.25727,512,6177.93828
-40.698765,512,6179.914584
-48.05804,512,6181.484118
-35.671246,512,6184.081405
-51.10515,512,6184.702645
-21.318876,512,6185.619931
-91.68498,512,6186.419889
-52.394135,477,6190.620623
-0.5543792,17,6191.299211
-0.57426,17,6191.97994
-66.68085,512,6192.309993
-0.5987102,18,6192.991072
-0.602556,18,6193.695564
-0.5959772,18,6194.392518
-0.56697977,17,6195.07407
-51.152676,512,6195.563568
-0.818959,26,6196.27685
-0.46423054,15,6196.912637
-0.515316,16,6197.571476
-41.907784,512,6198.073472
-0.5601871,17,6198.558926
-0.5662781,17,6199.231708
-0.8155891,26,6200.105668
-0.4567169,15,6200.739151
-0.51045096,16,6201.393163
-0.55193806,17,6202.072742
-43.884644,512,6202.511467
-0.5605997,17,6203.060888
-41.591377,512,6203.437804
-0.5658909,17,6204.056704
-27.196857,512,6204.650726
-0.82159746,26,6205.244988
-53.50054,512,6205.745788
-0.6785598,27,6206.161442
-0.4578843,15,6206.492693
-0.5058739,16,6207.148516
-0.45318723,21,6207.545448
-0.55481994,17,6208.137119
-0.5684824,17,6208.823731
-0.923756,37,6209.284411
-0.81416154,26,6210.008975
-0.4310521,14,6210.62087
-0.5115044,16,6211.276969
-0.5540174,17,6211.958913
-0.56439805,17,6212.636791
-0.8175998,26,6213.529507
-0.4582504,15,6214.162648
-0.51263297,16,6214.820297
-28.538618,512,6215.24302
-0.13306057,8,6215.729584
-0.55441236,17,6216.124519
-0.14981985,8,6216.517815
-0.16626537,8,6216.997669
-0.56057835,17,6217.424146
-0.2702602,9,6217.821869
-0.56772923,17,6218.417515
-0.84538424,27,6219.312983
-50.14146,512,6219.731516
-0.43127918,14,6220.24403
-0.51094294,16,6220.907932
-0.5579114,17,6221.595595
-17.897194,512,6222.255663
-0.5563632,17,6222.58997
-0.5677799,17,6223.276656
-0.82041204,26,6224.150619
-0.45761538,15,6224.788769
-0.50595605,16,6225.448833
-0.55547583,17,6226.12349
-23.236158,512,6226.714325
-0.56286776,17,6227.111243
-19.661963,512,6227.640684
-0.5647322,17,6228.103289
-0.8422189,27,6229.005859
-0.4320377,14,6229.62153
-25.277876,512,6229.955458
-0.5094112,16,6230.593921
-0.54995143,17,6231.272454
-0.559795,17,6231.955306
-24.224604,512,6232.579749
-0.5704098,17,6232.951919
-0.6864927,27,6233.786661
-0.84352624,27,6234.161033
-0.4285102,14,6234.783729
-0.45133567,21,6235.184038
-0.50946486,16,6235.758748
-0.55402243,17,6236.44048
-0.9064729,36,6236.902649
-0.5598601,17,6237.430783
-0.5707663,17,6238.107314
-0.840956,27,6238.997358
-0.43243504,14,6239.59985
-0.5101049,16,6240.259506
-17.880592,512,6240.785873
-0.5534773,17,6241.250975
-0.12695348,8,6241.587595
-0.15026915,8,6242.066821
-0.56109786,17,6242.588853
-0.15281212,8,6242.58891
-0.21314096,9,6243.103982
-0.33799207,12,6243.478862
-13.121743,281,6243.877096
-0.3160925,10,6244.253662
-42.524258,512,6244.606906
-0.29854167,11,6244.963242
-0.3811847,12,6245.380856
-0.41491687,11,6245.735234
-0.26845956,10,6246.109293
-0.39300966,12,6246.562306
-0.25995338,9,6246.916502
-11.431306,365,6247.423872
-0.29688072,10,6247.774094
-0.40975904,12,6247.774146
-0.31320179,10,6248.304878
-0.4110911,12,6248.657787
-0.3390026,10,6253.353329
-0.41899562,12,6253.749832
-18.091095,512,6254.123473
-1.269448,39,6254.671126
-0.84535646,26,6255.248328
-0.5994946,18,6255.69118
-0.39085793,11,6256.10613
-0.42537546,11,6256.652979
-2.2879303,65,6257.242192
-1.0194187,31,6257.597489
-0.10864663,7,6258.014294
-0.23174429,9,6258.512931
-0.55871105,17,6258.883718
-4.847847,127,6259.211555
-0.26521504,9,6259.623881
-0.28462088,10,6260.042464
-0.32675815,10,6260.466635
-0.39439833,12,6260.931016
-0.33879972,10,6261.304485
-54.135113,512,6261.659143
-0.9756937,30,6262.014415
-2.1094658,66,6262.407022
-0.3578292,10,6262.758575
-0.34861088,10,6263.246788
-0.55207455,17,6263.626774
-0.41643965,11,6264.10965
-0.9545417,30,6264.905239
-1.7456598,55,6265.239762
-0.33723128,11,6265.789154
-0.52595675,16,6266.186876
-0.9590318,30,6267.178136
-15.253582,258,6267.178185
-1.2698715,41,6267.648284
-0.5297688,16,6268.152004
-0.35144687,11,6268.503865
-3.2468166,102,6269.156932
-1.2466755,42,6269.645009
-0.3493358,10,6269.995275
-0.9503553,30,6270.352064
-0.41201472,11,6270.861759
-0.53009284,16,6271.329959
-1.4067695,45,6271.669154
-7.4730053,164,6272.114086
-0.34674728,11,6272.534372
0.017585874,7,6272.885356
-1.1559978,39,6273.306453
-0.9480473,30,6273.86468
-0.50252783,15,6274.51125
-17.9897,512,6275.000763
-1.3719754,44,6275.379229
-0.34133637,11,6275.937074
-0.9524987,30,6276.426794
-0.50293815,15,6277.077981
-3.689062,116,6277.81551
-1.4044769,45,6278.195973
-0.3359437,10,6278.655791
-0.94193053,30,6278.989401
-0.34090674,11,6279.363232
-0.4106803,11,6279.821221
-0.52879786,16,6280.268764
-0.9482893,30,6281.258818
-1.3456311,43,6281.258867
-0.3485825,11,6281.803615
-0.50260246,15,6282.196749
-0.9544693,30,6283.165986
-1.4350333,46,6283.742235
-0.5301858,16,6284.139091
-0.34554112,11,6284.601681
-17.463217,512,6285.273246
-3.877771,120,6285.273296
-0.94600475,30,6285.737564
-0.34685266,10,6286.111984
-0.40976632,11,6286.660098
-0.49731803,15,6286.995651
-1.3700109,44,6287.435682
-8.2285,269,6287.855207
-0.3420918,11,6288.29702
0.023904562,7,6288.633271
-0.94779956,30,6289.205812
-0.53182757,16,6289.87054
-1.340889,43,6290.489525
-0.34861553,11,6291.03775
-0.9494828,30,6291.456186
-29.129246,512,6292.115559
-0.5026183,15,6292.115607
-1.4083714,45,6292.972676
-3.8579478,120,6293.351201
-0.9488845,30,6293.703708
-0.34202194,11,6294.145049
-0.3299799,10,6294.496212
-0.5297868,16,6294.979132
-0.4098363,11,6295.35168
-0.94682086,30,6296.245084
-1.3395486,43,6296.620173
-0.3485235,11,6297.164385
-0.50257313,15,6297.499948
-0.94244933,30,6298.459847
-1.4075489,45,6299.073775
-6.3328066,210,6299.456215
-0.5295255,16,6299.456272
0.018315315,7,6299.91821
-0.33771145,11,6300.268334
-0.9476316,30,6301.037684
-16.50753,512,6301.368724
-3.8608756,120,6301.699048
-0.34368706,10,6302.234685
-0.5289836,16,6302.637249
-1.3446348,43,6303.080917
-0.41356206,11,6303.414691
-0.3398739,11,6303.980716
-40.09553,512,6304.343834
-0.9479846,30,6304.904102
-0.502795,15,6305.553047
-1.3697872,44,6306.221415
-0.34743512,11,6306.777842
-0.95100534,30,6307.16029
-0.504905,15,6307.807758
-1.377614,44,6308.68602
-0.94883204,30,6309.082636
-3.7822695,118,6309.49823
-0.34187388,11,6309.852425
-0.34739435,10,6310.334765
-0.5294601,16,6310.666701
-0.40763366,11,6311.191309
-0.94759846,30,6311.937582
-1.3771791,44,6312.358477
-6.6618614,219,6312.869157
-0.5023043,15,6313.199696
-0.34247446,11,6313.530571
0.025293767,7,6313.947133
-0.95290446,30,6314.772799
-16.884314,512,6315.192867
-0.538306,16,6315.755332
-1.4074905,45,6315.755385
-0.3467574,11,6316.301247
-0.94794285,30,6317.028303
-3.7460914,117,6317.469691
-0.5290911,16,6318.014164
-0.3483895,10,6318.014212
-1.3396053,43,6318.50065
-0.409173,11,6318.869403
-0.34341288,11,6319.356892
-0.94490385,30,6319.908532
-0.50258756,15,6320.548935
-29.769863,512,6321.11827
-0.51446795,15,6321.537551
-1.2932212,41,6321.537614
-0.24975264,9,6322.053374
-0.3883258,12,6322.428893
-0.28357184,9,6322.871424
-0.38383532,12,6323.311213
-0.31002545,9,6323.687613
-0.36182022,11,6324.171776
-0.32216048,9,6324.500517
-0.36555457,11,6325.051884
-0.37562597,10,6325.051934
-2.1646457,59,6325.562937
-0.3781439,10,6325.898253
-0.3523692,11,6326.232539
-0.08179355,7,6326.655057
-0.026058078,6,6327.122221
-0.39397156,11,6327.122269
-0.012395024,6,6327.564465
-0.4314804,11,6327.981564
-0.13635802,10,6328.402761
-0.13342452,9,6328.909504
-0.14339113,9,6329.418227
-0.12672842,8,6329.902431
-0.1430037,8,6330.38168
-0.1652236,8,6330.861108
-2.8447704,73,6331.239626
-0.21467996,9,6331.680434
-0.24190748,9,6332.059878
-6.9579744,192,6332.481981
-0.20838761,9,6332.818984
-0.27331161,9,6333.197697
-0.21731257,9,6333.646007
-0.31472516,11,6334.008522
-0.30467653,9,6334.369348
-0.20850325,9,6334.815287
-22.549904,512,6335.170037
-0.32080317,9,6335.506304
-0.3675691,12,6335.839635
-0.21318471,9,6336.264878
-0.36860943,10,6336.667125
-0.21586037,9,6337.091377
-0.58416927,18,6337.490237
-0.38385653,10,6337.821344
-0.21392906,9,6338.215096
-0.21571565,9,6338.741961
-59.34859,512,6338.74201
-0.60477614,18,6339.138043
-0.21601176,9,6339.557636
-0.2155168,9,6340.064659
-0.2164731,9,6340.571025
-0.2067784,9,6341.081142
-0.21706307,9,6341.589113
-0.20864761,9,6342.093018
-2.720943,72,6342.512595
-0.20470536,9,6342.909021
-1.893697,64,6343.348424
-0.24639678,9,6343.348472
-0.21960747,9,6343.747113
-0.27324057,9,6344.166801
-0.32810116,11,6344.517478
-0.20740128,9,6344.876609
-0.2985351,9,6345.295161
-0.21073294,9,6345.692399
-0.3823532,12,6346.025069
-0.32625592,9,6346.421978
-0.21008098,9,6346.820208
-0.36950946,10,6347.26141
-0.2098006,9,6347.637239
-0.6005089,18,6347.967684
-0.38594854,10,6348.409077
-0.21076977,9,6348.762798
-0.21214688,9,6349.267035
-0.21845543,9,6349.77506
-0.21083856,9,6350.287436
-0.21796048,9,6350.792167
-0.21955109,9,6351.297349
-1.6513445,56,6351.672748
-23.192907,512,6352.050005
-0.2077738,9,6352.425969
-0.32705712,11,6352.84162
-0.20962477,9,6353.236062
-2.7748933,73,6353.72223
-0.20957184,9,6354.052415
-0.5657778,18,6354.469738
-16.848793,512,6354.873203
-0.24388266,9,6354.873253
-0.213786,9,6355.20524
-0.27203846,9,6355.695871
-0.20892382,9,6356.025881
-0.5943606,18,6356.441268
-0.29751933,9,6356.824233
-0.21707249,9,6357.153402
-0.32352376,9,6357.637799
-0.2184918,9,6357.970145
-0.20773137,9,6358.491415
-0.3664322,10,6358.491466
-0.20730078,9,6358.989262
-0.3834479,10,6359.319016
-0.20952964,9,6359.798448
-1.3187108,44,6360.19311
-0.2190547,9,6360.612194
-0.35548913,12,6361.078294
-0.2099148,9,6361.432642
-0.20810759,9,6361.939509
-0.5729892,18,6362.404717
-0.20877576,9,6362.756933
-0.20912075,9,6363.262123
-0.60073435,18,6363.733644
-0.20922899,9,6364.090302
-0.21021283,9,6364.601225
-2.7178774,72,6364.946505
-0.21177042,9,6365.443088
-0.2400248,9,6365.780936
-0.20984435,9,6366.273514
-0.28154516,9,6366.605429
-0.20941627,9,6367.095446
-0.29412866,9,6367.433346
-1.3300967,44,6367.852979
-0.21084273,9,6368.230256
-0.32444274,9,6368.563033
-0.21586514,9,6369.063997
-0.35498226,12,6369.064048
-0.3373599,9,6369.397103
-0.20911539,9,6369.885603
-0.2160089,9,6370.419392
-0.56003237,18,6370.419441
-0.20931709,9,6370.924277
-25.471209,512,6371.367506
-0.21893227,9,6371.742301
-0.21336877,9,6372.246286
-0.20928288,9,6372.75297
-1.2253397,41,6373.169957
-0.21935189,9,6373.569121
-2.5938766,69,6374.030919
-0.35438037,12,6374.360062
-0.2045989,9,6374.692579
-0.23513567,9,6375.194453
-0.21516323,9,6375.550051
-0.27182364,9,6376.016417
-0.5812161,18,6376.370722
-0.20856631,9,6376.704816
-0.29752994,9,6377.177712
-0.2090671,9,6377.530646
-0.32383895,9,6377.992148
-0.6031991,18,6378.322346
-0.21491325,9,6378.687394
-0.36369205,10,6379.17986
-0.21433342,9,6379.510807
-67.98007,512,6379.838552
-0.20859838,9,6380.351226
-0.38398302,10,6380.351275
-0.20889449,9,6380.858704
-0.20913458,9,6381.363802
-1.3221095,44,6381.826725
-28.148811,512,6382.161649
-0.20858455,9,6382.492827
-0.20870507,9,6382.99948
-0.35331023,12,6383.333157
-0.20982075,9,6383.816169
-0.21534824,9,6384.322031
-0.5728624,18,6384.654044
-0.21770334,9,6385.141349
-0.20732927,9,6385.670728
-2.7150867,72,6385.670777
-0.6015041,18,6386.003049
-0.21710181,9,6386.507761
-0.24409497,9,6386.507811
-0.20855105,9,6387.042331
-0.2723341,9,6387.042379
-0.20751083,9,6387.571009
-0.3001467,9,6387.571065
-0.21539545,9,6388.092062
-0.3192129,9,6388.092111
-0.20825684,9,6388.647341
-1.3290503,44,6388.647398
-0.3399552,9,6388.647412
-0.2072587,9,6389.153235
-0.35349393,12,6389.526381
-0.20736599,9,6389.967743
-0.21542382,9,6390.473928
-0.5645664,18,6390.849245
-0.2173146,9,6391.285828
-0.20694602,9,6391.787805
-0.20790696,9,6392.295094
-0.20855665,9,6392.80012
-2.5927444,69,6393.247094
-1.1951871,40,6393.592
-0.21472156,9,6393.949436
-33.479427,512,6394.367072
-0.23985565,9,6394.697806
-0.2078855,9,6395.071842
-0.3570974,12,6395.401341
-0.27217388,9,6395.819422
-0.2088393,9,6396.205089
-0.30109715,9,6396.643497
-0.20953286,9,6397.017644
-0.5818001,18,6397.349774
-0.32091165,9,6397.767551
-24.440224,512,6398.10043
-0.20907462,9,6398.453298
-0.36287177,10,6398.911205
-0.21772528,9,6399.26354
-0.60361874,18,6399.596676
-0.3809011,10,6400.060865
-0.20686734,9,6400.391076
-0.2087326,9,6400.899097
-0.21473432,9,6401.405507
-0.20828307,9,6401.914769
-0.21250474,9,6402.441309
-1.3362217,44,6402.441361
-0.20986354,9,6402.943189
-0.3275218,11,6403.295397
-0.20945716,9,6403.75701
-0.2079289,9,6404.262213
-0.567551,18,6404.617854
-2.6707003,71,6405.041087
-0.21752596,9,6405.39443
-0.23666322,9,6405.857469
-0.20844865,9,6406.209858
-0.27448118,9,6406.66663
-0.21426666,9,6407.016937
-0.29939365,9,6407.48461
-0.20764899,9,6407.837686
-0.3216673,9,6408.306355
-1.2543335,42,6408.639096
-0.21332407,9,6408.970746
-0.3363551,9,6409.430023
-0.21713424,9,6409.788555
-0.35382235,12,6410.14089
-0.3925339,10,6410.575416
-0.20663321,9,6410.907699
-0.21402407,9,6411.412419
-0.5602336,18,6411.765188
-0.20676124,9,6412.227339
-0.21459341,9,6412.732426
-0.2069223,9,6413.237308
-0.21691155,9,6413.739567
-38.272205,512,6414.158915
-1.2235463,41,6414.511518
-0.18051434,8,6414.84263
-0.22280574,9,6415.351606
-0.3539617,12,6415.703833
-0.21852338,9,6416.16785
-2.7829263,73,6416.498717
-0.21586025,9,6416.980238
-0.23848343,9,6417.313324
-0.5630014,18,6417.65047
-0.2162112,9,6418.109829
-0.2813232,9,6418.440383
-0.208619,9,6418.925447
-0.2989509,9,6419.255446
-0.20899606,9,6419.737103
-0.3186158,9,6420.071348
-0.21681225,9,6420.561683
-0.33992398,9,6420.894164
-1.2227085,41,6421.335341
-0.20647335,9,6421.687575
-0.38979077,10,6422.0455
-0.2085216,9,6422.517824
-0.35385108,12,6422.880217
-74.034035,512,6422.880264
-0.21338546,9,6423.368477
-0.20742726,9,6423.883574
-0.5635538,18,6424.215953
-0.18707514,8,6424.703811
-0.2355901,9,6425.244274
-30.902227,512,6425.244323
-0.34340835,11,6425.811764
-0.5635581,17,6426.527953
-0.6760771,18,6427.23691
-1.1522605,32,6428.249812
-1.0861249,31,6429.225766
-4.051181,143,6429.927382
-0.080898285,7,6430.390688
-1.1751754,34,6430.915299
-0.19225597,9,6430.915344
