#{"t_start": 1733096099.8957553, "env_id": "None"}
r,l,t
-1.4840293,49,7965.68561
-1.9489775,58,7966.144282
-0.68080735,18,7966.54075
-0.5701817,15,7966.540805
-0.356856,11,7966.870661
-3.4041972,106,7967.338774
-2.8940096,83,7967.840918
-0.5694977,15,7967.840967
-0.68575263,18,7968.221497
-0.02994275,7,7968.625032
-0.59456,16,7969.128843
-0.6665791,17,7969.523889
-2.098201,75,7969.880912
-0.5508007,15,7970.391459
-1.4918754,49,7970.786639
-0.68423057,18,7971.163546
-1.9476581,58,7971.520017
-0.3934617,11,7971.978483
-0.5608593,15,7971.978533
-0.6930703,18,7972.509862
-0.56319857,15,7972.930523
-0.681682,18,7973.524097
-0.5621102,15,7973.87454
-1.8398416,66,7974.448963
-2.86033,82,7974.785486
-0.65671766,17,7975.179889
-0.56791747,15,7975.17994
-1.438395,47,7975.53162
0.0016547441,6,7975.887228
-1.9708757,59,7976.283802
-0.41616297,12,7976.685513
-0.40435255,11,7977.014085
-0.5944482,15,7977.367177
-0.9280052,18,7977.828532
-0.4062091,11,7978.160727
-0.562233,15,7978.619523
-0.5446291,12,7979.012771
0.020123124,6,7979.365005
-0.57777774,12,7979.891942
-1.4023006,42,7980.401425
-0.5801331,11,7980.75928
-1.9171586,57,7981.246993
-0.44222784,11,7981.580324
-0.59195375,11,7981.935118
-1.4545457,41,7982.440574
-0.5889398,11,7982.792989
-0.13553965,11,7983.29653
-0.58563304,11,7983.646006
-0.618188,11,7984.191978
-1.3517747,38,7984.566579
-0.59419215,17,7984.894886
-1.4843693,45,7985.309371
-0.6971586,12,7985.684248
-0.42761457,11,7986.03673
-0.46033883,15,7986.455539
-0.63959265,12,7986.875337
-0.6025269,16,7987.427874
-0.6711637,12,7987.760177
-1.2363963,35,7988.351191
-1.3268728,41,7988.685454
-0.57478416,17,7989.035556
-0.42845118,11,7989.517233
-0.6355711,17,7990.019384
-3.2626228,50,7990.704702
-0.7470901,19,7991.055039
-1.1282551,32,7991.447191
-0.6031705,11,7991.867897
-1.489903,48,7992.20058
-0.42485714,11,7992.621152
-1.4051206,40,7993.481778
-1.1588478,33,7993.963362
-17.88749,457,7994.383567
-0.7115365,19,7994.847195
-0.42440915,11,7994.847244
-1.5824106,53,7995.243518
-1.1159761,32,7996.165275
-2.9349644,85,7996.540413
-1.4203231,42,7997.001458
-0.42479217,11,7997.331308
-0.398713,10,7997.683214
-0.5768565,11,7998.232831
-1.5413473,53,7998.562202
-0.6193265,12,7999.101268
-0.96212554,32,7999.536458
-1.1139495,32,7999.865504
-0.6418824,12,8000.278687
-0.42489767,11,8000.719675
-2.7281513,108,8001.375426
-1.0925639,36,8001.858966
-1.6615713,58,8002.279657
-1.0874662,31,8002.632713
-0.42235243,11,8003.182633
-1.0841401,36,8003.886874
-1.1188223,32,8004.510667
-4.484452,85,8004.927336
-22.350132,512,8005.259459
-0.420336,11,8005.678833
-1.6905844,60,8006.078335
-0.6140121,11,8006.408868
-1.138253,38,8006.893142
-0.61990416,11,8007.270006
-0.65078187,12,8007.838204
-1.1163292,32,8008.236644
-0.4213164,11,8008.788383
-2.9100041,114,8009.144259
-1.1751935,40,8009.630786
-1.4598091,52,8010.007979
-1.0843315,31,8010.71108
-0.4236864,11,8011.261016
-19.466415,512,8011.685606
-1.1635795,40,8012.064182
-2.933666,84,8012.790144
-18.531124,512,8013.190652
-1.126817,32,8013.521127
-1.7849197,63,8013.872538
-0.39861262,10,8014.250894
-0.42380488,11,8014.697216
-0.5873132,11,8015.121352
-1.2401679,43,8015.503497
-0.5937396,11,8015.992262
-1.1152756,32,8016.660244
-0.42264092,11,8017.218652
-3.473755,131,8017.645393
-1.168652,41,8017.979956
-1.6752579,61,8018.359135
-1.0834539,31,8019.162632
-0.42148912,11,8019.718405
-1.2262559,43,8020.178821
-2.6290672,77,8020.508592
-0.39876723,10,8021.038855
-0.5772561,11,8021.589084
-1.1166544,32,8021.965109
-1.846921,68,8022.340984
-0.6078187,12,8022.788592
-0.42016494,11,8023.140083
-1.1900575,42,8023.584926
-0.6453513,12,8023.983511
-1.0838668,31,8024.749721
-1.3511388,50,8025.319325
-0.42167556,11,8025.319373
-1.2141681,43,8025.785183
-3.7033405,138,8026.289322
-1.117773,32,8026.947066
-0.42230713,11,8027.496993
-1.155024,41,8027.921155
-3.1444645,89,8028.434762
-1.7530472,63,8028.871855
-0.4002627,10,8029.268314
-1.0950642,31,8029.726319
-0.60597277,11,8030.122719
-0.4277829,11,8030.584284
-0.61009085,11,8030.980886
-1.2156763,43,8031.334518
-1.1363072,32,8032.210771
-0.42559254,11,8032.758042
-1.8755305,69,8033.157216
-1.1806841,42,8033.492339
-3.8680305,144,8034.404407
-1.1167874,32,8034.404459
-2.593852,76,8034.829162
-0.41853237,11,8035.270825
-1.1805766,42,8035.683617
-0.39842486,10,8035.683667
-1.3470955,50,8036.148941
-0.5775962,11,8036.546622
-0.6075945,12,8037.11159
-1.0795965,31,8037.506253
-32.298878,512,8037.967932
-0.6479665,12,8038.299554
-0.42934024,11,8038.671472
-1.1802068,42,8039.067256
-1.1236312,32,8039.985785
-1.9241226,70,8040.446926
-0.42268097,11,8040.845786
-1.179949,42,8041.221662
-1.1174312,32,8042.177852
-3.7272506,139,8042.790107
-3.1436882,89,8042.790164
-0.42111957,11,8042.790175
-1.1791272,42,8043.143167
-1.3780389,51,8043.497155
-57.511967,512,8043.828131
-0.40024447,10,8044.249311
-0.60576546,11,8044.803097
-1.0883934,31,8045.352566
-21.918982,512,8045.352616
-0.6099229,11,8045.684601
-0.4245689,11,8046.212313
-1.1516445,41,8046.542933
-1.8931949,69,8047.505297
-1.1246357,32,8047.837177
-0.4207822,11,8048.385012
-1.2125268,43,8048.719974
-2.5932698,76,8049.509384
-1.1157377,32,8050.015357
-0.39832366,10,8050.34745
-1.1492505,41,8050.850638
-0.4231392,11,8051.18015
-0.5770377,11,8051.512834
-1.6266692,60,8051.912125
-3.6964407,138,8052.334528
-0.6072495,12,8052.719446
-0.64750576,12,8053.28907
-1.0781822,31,8053.727524
-1.2068598,43,8054.291459
-0.42965043,11,8054.291511
-1.6963179,62,8055.150635
-1.067419,30,8055.587474
-0.9448674,33,8055.96214
-0.44646192,12,8056.467438
-1.9397142,75,8056.799219
-0.3265339,12,8057.150001
-8.192275,191,8057.613636
-0.3276447,12,8058.031905
-0.53059757,16,8058.361819
-0.20617127,10,8058.754951
-0.025316238,7,8059.125962
-0.35749853,12,8059.521131
-0.7252929,31,8059.941531
-0.54521656,17,8060.519145
-1.1142769,32,8061.073154
-0.6234422,17,8061.511634
-0.7766596,30,8061.842549
-1.7049634,45,8062.217397
-0.15657103,11,8062.549093
-0.62631667,17,8063.123368
-0.79286087,30,8063.741264
-0.63234246,17,8064.115844
-5.9635735,156,8064.466051
-0.5031848,11,8065.018461
-0.79665613,29,8065.612939
-1.4953463,39,8066.489888
-25.925486,450,8066.822685
-0.86893797,30,8067.19975
-0.45199072,11,8067.659807
-0.495674,11,8068.206593
-0.89660895,31,8068.816694
-0.7630992,34,8068.816756
-1.339463,35,8069.613253
-0.82578266,29,8070.077322
-3.6166048,118,8070.452784
-4.464344,148,8070.452836
-0.45739925,11,8070.809938
-0.3670659,12,8071.335403
-0.61745775,18,8071.77478
-0.31112123,12,8072.218607
-1.4652543,58,8072.595028
-0.90677774,31,8072.951011
-1.0648804,30,8073.326769
-0.2947414,11,8073.705292
-0.4381827,11,8074.192971
-0.3503424,12,8074.588186
-0.4940238,11,8075.052132
-0.37897038,11,8075.452143
-0.8615335,30,8075.78421
-0.776523,35,8076.156646
-0.4702499,12,8076.635802
-0.05701244,7,8077.099737
-1.2782958,34,8077.652126
-0.8578323,30,8077.986188
-42.373425,512,8078.363938
-0.45104766,11,8078.82179
-1.0927055,45,8079.303225
-1.6619222,41,8079.855413
-0.85589266,30,8080.189441
-3.2240577,105,8080.592274
-1.0383658,29,8081.011126
-0.39752102,11,8081.343909
-0.075678706,7,8081.810025
-0.44897866,11,8082.185372
-0.8533213,30,8082.716153
-0.49983716,11,8083.088035
-1.0312967,43,8083.088089
-1.6346881,41,8083.98798
-0.9369378,32,8084.389732
-1.2912092,35,8084.785252
-0.83127224,36,8085.119305
-0.4186406,11,8085.473669
-2.0437706,71,8085.911557
-0.10360849,7,8086.244277
-0.45662856,11,8086.576237
-0.9254055,32,8087.257102
-1.0850089,30,8087.854946
-1.5626354,39,8088.347061
-0.44816887,11,8088.722892
-1.4539919,57,8089.165058
-1.0174098,35,8089.608746
-0.49171436,11,8089.608796
-0.58443403,19,8090.029395
-0.07776761,7,8090.496238
-0.38770974,21,8090.893291
-2.0677435,71,8091.22646
-22.440317,512,8091.950237
-0.99232614,34,8091.950287
-1.2765939,34,8091.950297
-0.44523,11,8092.498842
-1.3749516,36,8092.873393
-0.8716502,36,8093.272199
-0.50305414,11,8093.665833
-0.4257145,11,8094.036876
-0.08086908,7,8094.505122
-1.0871127,38,8094.94729
-2.0749757,71,8095.605746
-0.9032154,38,8095.958634
-1.3450639,37,8096.334461
-0.4472227,11,8096.881318
-1.0165377,35,8097.257025
-1.672045,42,8097.589284
-0.49911904,11,8098.073148
-0.08042443,7,8098.073209
-23.651117,512,8098.425945
0.0012099147,6,8098.825911
0.03783518,6,8099.174426
-1.0072911,42,8099.679455
-0.96900094,34,8100.187947
-1.3183265,35,8100.697953
-2.0436668,70,8101.186091
-0.45511007,11,8101.560708
-1.9434903,45,8101.97875
-0.50718415,11,8102.419872
-1.004786,35,8102.820417
-0.4201398,11,8103.154461
-0.08458865,7,8103.618875
-1.4448125,57,8104.036753
-1.3195043,35,8104.75121
-0.38621807,21,8105.126872
-1.0089631,35,8105.460522
-0.45432472,11,8105.920887
-1.603303,40,8106.360673
-2.0732305,71,8106.794308
-0.50513756,11,8106.794358
-0.091201305,7,8107.148726
0.008571923,6,8107.597672
-0.8704817,36,8108.107264
-1.1919348,42,8108.571537
-1.3474212,36,8109.138094
-0.46703732,11,8109.68739
-1.936013,46,8110.155357
-0.90143263,38,8110.486553
-0.9809872,35,8110.885373
-0.08109641,7,8111.23727
0.00094890594,6,8111.681913
-2.0752301,71,8112.083363
-1.0439537,29,8112.504304
-0.44073057,11,8113.052164
-0.9429251,34,8113.493441
-1.0066917,42,8113.8897
-0.49746287,11,8114.220998
-1.9453514,45,8114.841758
-0.42393434,11,8115.395974
-0.9533175,34,8115.810574
-55.094673,512,8115.810625
-0.08770776,7,8116.18482
-1.2841313,35,8116.567678
-2.075553,71,8117.071205
-0.44287956,10,8117.406898
-0.5095451,11,8117.980637
-1.4438965,57,8117.980688
-0.9537566,34,8118.445092
-1.5852027,39,8118.927335
-0.38597488,21,8119.368322
-0.12987947,8,8119.722542
0.018094182,6,8120.160568
-0.84948814,30,8120.652981
-1.3879611,38,8120.984886
-0.46254718,11,8121.530665
-0.86955047,36,8122.021622
-2.0740361,71,8122.379528
-1.1188731,39,8123.066064
-2.0504005,48,8123.396781
-1.0418403,29,8123.72873
-0.44640517,11,8124.285118
-0.58092225,19,8124.752171
-0.9590125,40,8125.081981
-0.4971037,11,8125.457864
-0.07841718,7,8125.835824
-0.8543067,30,8126.212098
0.023005545,6,8126.585454
-2.0434623,70,8127.328525
-0.850065,36,8127.725313
-1.2729025,34,8128.057112
-1.1171298,39,8128.624046
-0.45674574,11,8128.624096
-1.9767957,47,8129.177474
-57.784073,512,8129.639352
-0.85004175,30,8130.261483
-1.0675638,30,8130.261532
-0.58266664,19,8130.261543
-0.43857312,11,8130.830245
-0.41643715,11,8130.830296
-1.4842362,58,8131.248043
-0.068540335,7,8131.60187
-0.48982203,11,8131.996078
-2.0730839,71,8132.368896
-0.38685107,21,8132.938877
-1.1162739,39,8133.294196
-1.275671,34,8133.971242
-1.6779165,42,8134.370096
-0.45330977,11,8134.85339
-0.0792886,7,8134.85344
-0.84913576,30,8135.210563
0.0050560236,6,8135.610676
-21.634007,512,8136.008457
-1.0347872,42,8136.36136
0.039146483,6,8136.758076
-2.0476937,70,8137.326277
-1.0382388,29,8137.663106
-0.44127536,11,8138.204398
-1.1151006,39,8138.535242
-0.8803215,38,8139.033354
-0.49743247,11,8139.393373
-1.9263513,45,8139.393421
-0.5833999,19,8140.117772
-0.848138,30,8140.449789
-0.07166517,7,8140.89868
0.022957504,6,8141.340452
-1.2832694,34,8141.694401
-0.45767057,11,8142.24883
-2.0780568,71,8142.624862
-0.98510253,34,8143.073277
-1.4074318,56,8143.406363
-0.50897694,11,8143.73637
-1.7580085,40,8144.426037
-0.26018202,17,8144.426086
-1.2792459,34,8145.140764
-0.47225082,12,8145.717983
-0.8246051,31,8146.047609
0.004548669,6,8146.47398
-1.0504615,35,8147.457082
-2.736941,91,8147.787583
-2.1858923,70,8148.171125
-50.584126,485,8148.99242
-1.0224345,35,8149.480583
-1.2863147,44,8150.016798
-0.5449343,23,8150.43801
-8.202741,224,8150.774023
-0.17206061,9,8151.151289
-0.038457632,7,8151.548756
-25.221804,340,8152.15687
-1.1028519,38,8152.486126
-0.68187654,27,8152.88611
-0.493441,24,8153.61392
-0.8299217,31,8154.189335
-1.0651634,37,8154.540826
-2.5188675,67,8155.086147
-2.92951,71,8155.574465
-0.21459806,10,8155.954398
-0.89729595,35,8155.954459
-0.041103244,7,8156.373693
-0.7972139,30,8156.724175
-1.0682166,37,8157.225934
-0.72899246,30,8157.840218
-0.8613436,32,8158.349452
-1.1744204,41,8159.047679
-2.18454,59,8159.425708
-0.6931269,29,8159.425756
-0.085620165,7,8159.886245
-2.5890691,62,8160.216885
-0.87693894,33,8160.640703
-0.010324836,6,8160.970276
-0.72660863,30,8161.632509
-1.0296097,36,8162.025772
-0.8739672,33,8162.608935
-0.7558155,31,8163.280556
-1.9837613,56,8163.636426
-0.0900321,7,8164.129486
-2.3379333,56,8164.129539
-1.0652416,37,8164.458785
-0.006867647,6,8164.882674
-0.9042666,34,8165.287673
-0.7787467,32,8165.892709
-1.0647125,37,8166.547361
-0.91841006,35,8167.014621
-0.7815317,32,8167.554296
-2.0073283,56,8167.890775
-2.301034,55,8168.306963
-0.088011384,7,8168.6631
-0.0060361624,6,8169.069574
-1.0656743,37,8169.559189
-0.95843005,37,8170.018772
-0.78756285,32,8170.440835
-1.1447332,40,8171.365517
-0.92142725,36,8171.744182
-2.0035844,56,8172.116212
-0.8134103,32,8172.116263
-2.298441,55,8172.491756
-0.08230901,7,8172.888538
-0.038551807,7,8173.267018
-1.0038795,35,8174.041506
-0.7929293,32,8174.38274
-0.949623,37,8174.785499
-24.017727,512,8175.384184
-2.0014446,56,8175.998097
-0.7990632,32,8176.335545
-2.397794,57,8176.709355
-1.0682077,37,8177.036456
-0.079823375,7,8177.394183
-0.00619328,6,8177.769451
-0.976334,39,8178.126858
-0.82359004,33,8178.912561
-25.652855,512,8179.349908
-1.0941834,38,8179.719989
-0.8707582,36,8180.136828
-2.0034869,56,8180.776299
-2.265462,54,8181.106632
-0.81775033,33,8181.484983
-0.083127975,7,8181.878128
-0.004840851,6,8181.878176
-27.484632,512,8182.2785
0.014166832,6,8182.632107
0.11144686,5,8183.010985
-1.0622692,37,8183.352604
0.15782863,5,8183.754906
-0.9413749,38,8184.110331
0.23525107,4,8184.469228
-0.82303023,33,8185.041755
-1.0350654,36,8185.698883
-1.4905887,29,8186.030319
-0.88295174,36,8186.457193
-2.2994642,55,8186.834528
-0.0071097612,6,8187.276425
-0.8245598,33,8187.629604
-3.0649161,71,8188.246055
-1.0647249,37,8188.689507
-0.08959305,7,8189.022098
-0.99185884,40,8189.508666
-0.8274517,33,8189.905824
-2.2917073,55,8190.65457
-1.0652957,37,8191.050989
-0.007721901,6,8191.405855
-0.8636236,36,8191.845614
-0.8309225,33,8192.175261
-1.8704677,53,8192.65984
-0.084240675,7,8193.127219
-1.0932698,38,8193.766279
-0.82404625,33,8194.198912
-0.95763314,39,8194.623984
-7.6386137,202,8195.057538
-2.2627618,54,8195.461588
-0.005353689,6,8195.906204
-0.8277284,33,8196.530046
-1.06302,37,8196.530101
-2.0123925,56,8196.951481
-0.90176284,38,8197.372879
-0.0853982,7,8197.750393
-0.829834,33,8198.529542
-1.0639808,37,8198.92252
-2.2974079,55,8199.342877
-0.8612603,36,8199.738539
-0.0057526827,6,8200.094397
-0.8319272,33,8200.799547
-1.9965854,56,8201.153552
-1.0366561,36,8201.570943
-0.08565378,7,8201.926841
-0.9550265,39,8202.452965
-0.8241509,33,8203.07155
-2.299917,55,8203.474545
-0.0056300163,6,8203.9129
-1.0658867,37,8204.242719
-0.9013791,38,8204.840751
-1.9208047,54,8205.278086
-0.82999015,33,8205.656429
-0.0878886,7,8206.053976
-1.0362902,36,8206.588868
-0.8590659,36,8207.180015
-2.2945025,55,8207.59797
-0.83401036,33,8207.929989
-0.0052392483,6,8208.351052
-1.0649767,37,8208.947438
-2.0052993,56,8209.452034
-0.8343327,33,8209.913608
-0.95701706,39,8209.913655
-0.0816015,7,8210.24362
-1.0351813,36,8210.990513
-2.2626462,54,8211.410311
-0.0020364523,6,8211.853459
-0.82795215,33,8212.185076
-58.9539,512,8212.539854
-0.9007487,38,8212.915714
-1.9640088,55,8213.629596
-1.0642352,37,8213.983884
-0.086952806,7,8214.401744
-0.83177984,33,8214.777878
-0.90937793,38,8215.309943
-2.2959003,55,8215.860278
-0.0073674917,6,8216.308347
-1.0350051,36,8216.638388
-0.8607552,34,8217.079803
-0.85559905,36,8217.653158
-2.0066903,56,8218.113365
-0.08694315,7,8218.575806
-1.0635798,37,8218.990148
0.021938443,6,8219.343719
-0.8018694,32,8219.34377
-2.2915754,55,8220.000194
-0.95149016,39,8220.377218
-0.0062423944,6,8220.752066
-0.84031785,33,8221.304313
-19.253075,512,8221.638895
-1.0343895,36,8221.96948
0.10786712,5,8222.369782
0.15472794,5,8222.794739
0.23111892,4,8223.205086
-0.8589686,36,8223.672485
-0.8646498,34,8224.254373
-3.0989242,72,8224.724412
-1.0631037,37,8224.724468
-2.2694724,54,8225.146073
-1.4338391,28,8225.146125
-0.08406341,7,8225.52525
-0.0038421154,6,8225.90677
0.0076312423,6,8226.290303
-0.9557241,39,8226.806949
-0.8309709,33,8227.25458
-1.0848181,38,8227.809766
-1.5333791,31,8228.18507
-0.3486482,20,8228.518164
-0.42054522,19,8228.936504
-0.070022106,7,8229.267625
-0.41313958,21,8229.909563
-0.5917951,23,8230.370986
-0.43893087,21,8230.992892
-25.412045,512,8231.367462
-0.5336809,22,8231.78669
-0.4254105,20,8232.36775
-0.6058805,24,8232.948922
-0.46247387,21,8233.4577
-0.6156266,24,8234.095205
-0.42798662,20,8234.517369
-0.6150235,24,8235.242391
-0.46958172,21,8235.598965
-0.4454404,20,8236.346143
-0.58703625,23,8236.675664
-35.748825,364,8237.159997
0.08342892,6,8237.602318
-0.4417622,20,8238.019714
-0.6310142,24,8238.437187
-0.44391692,20,8239.070776
-0.6154171,24,8239.581022
-0.9390929,35,8239.913882
-0.44599736,20,8240.449037
-0.61078715,24,8241.04182
-0.45208573,20,8241.505969
-0.7179084,31,8241.842165
-0.6029216,24,8242.511145
-0.48109877,21,8242.908544
-0.94416356,39,8243.63548
-0.44843042,20,8243.970013
-0.64330065,25,8244.3038
-0.4522543,20,8245.028767
-0.601452,24,8245.446233
-0.8386406,37,8246.000867
-0.40654647,19,8246.3744
-0.6028054,24,8246.903348
-0.46044064,20,8247.436368
-0.6479856,25,8248.077023
-1.0014949,42,8248.477359
-0.45157754,20,8248.809851
-0.60523236,24,8249.538109
-0.4539312,20,8249.866873
-0.44818687,20,8250.616068
-0.60631716,24,8250.992196
-1.1315949,47,8251.374073
-0.40286195,19,8251.969067
-0.6513672,25,8252.474575
-0.43843544,20,8253.025405
-0.60850906,24,8253.645237
-1.0706599,46,8253.645287
-0.40127134,19,8254.089682
-0.65498686,25,8254.843993
-0.4079411,19,8254.844044
-26.322065,512,8255.461339
-0.44076002,20,8255.934188
-33.201527,512,8256.290986
-0.61109173,24,8256.646196
-1.3807065,58,8257.165442
-0.4046837,19,8257.613456
-17.329601,512,8258.104046
-0.61181605,24,8258.444783
-20.619717,512,8258.95311
-0.40854514,19,8259.290423
-0.6560551,25,8259.935058
-0.43771708,20,8260.360555
-32.40182,512,8261.066717
-0.6127597,24,8261.405119
-0.44789493,20,8261.738876
-1.6693711,71,8262.190496
-0.4149655,19,8262.782611
-0.6587542,25,8263.200341
-0.45069873,20,8263.843132
-0.6158962,24,8264.35412
-0.44244778,20,8264.903196
-0.6139473,24,8265.505617
-0.44403625,20,8265.972099
-1.7704821,77,8266.369462
-0.65819013,25,8266.995462
-0.4110762,19,8267.329054
-0.113946795,17,8267.68354
-0.44924414,20,8268.395798
-0.6143069,24,8268.772332
-0.41538966,19,8269.439935
-0.6603528,25,8269.948451
-0.4523188,20,8270.497989
-0.6171645,24,8271.092798
-0.40577126,19,8271.53423
-0.6143788,24,8272.236841
-0.45162058,20,8272.596998
-2.860074,105,8273.105037
-0.4053173,19,8273.635888
-0.6590364,25,8274.032218
-0.43441033,20,8274.692308
-0.61508155,24,8275.180819
-0.44502366,20,8275.751942
-0.6141789,24,8276.321268
-0.4129567,19,8276.783978
-1.9915595,85,8277.443118
-0.65887713,25,8277.796978
-0.44974244,20,8278.150546
-0.40384138,19,8278.874137
-0.6150956,24,8279.253207
-0.44984555,20,8279.929464
-0.66098404,25,8280.411832
-0.40395284,19,8280.966165
-0.6177763,24,8281.560076
-1.746474,76,8281.896243
-0.43438983,20,8282.340012
-0.6149864,24,8283.0145
-0.44436097,20,8283.39227
-0.4123242,19,8284.112268
-0.6594944,25,8284.493174
-23.835659,512,8285.093888
-0.44905937,20,8285.497837
-36.0903,512,8285.920299
-0.61537504,24,8286.276343
-1.8496208,79,8286.753573
-0.40420115,19,8287.174758
-17.94743,512,8287.735836
-0.6142734,24,8288.069862
-0.43367374,20,8288.564394
-22.10284,512,8288.894218
-0.6590177,25,8289.581805
-0.44402015,20,8289.962755
-0.41024864,19,8290.693821
-34.08316,512,8291.025329
-0.6153097,24,8291.35753
-0.44816113,20,8295.775121
-0.6141858,24,8296.209831
-2.306201,96,8296.652254
-0.41483974,19,8297.114016
-0.041996002,15,8297.60453
-0.6588466,25,8297.999259
-0.45098865,20,8298.483103
-0.61505914,24,8299.135076
-0.4044155,19,8299.505728
-0.43420827,20,8300.245394
-0.66096866,25,8300.596116
-0.44345272,20,8301.295084
-0.6175995,24,8301.7343
-0.41021132,19,8302.315108
-0.26405203,16,8302.987051
-0.8345443,31,8303.336243
-6.8480797,215,8303.907359
-0.95279574,34,8304.6955
-0.94200945,34,8305.735595
-0.9519839,35,8306.804127
-0.878054,33,8307.834369
-17.023235,313,8308.651088
-0.092657566,7,8309.107075
-0.04686463,7,8309.569113
-1.0664318,40,8309.940796
-17.73567,387,8310.64217
-0.8594711,35,8311.315284
-24.781593,444,8311.736482
-0.70307696,18,8312.458264
-1.3924596,40,8312.458314
-0.7243155,30,8312.920118
-1.4334497,41,8313.981639
-19.515503,512,8313.981689
-1.4025674,43,8314.333032
-1.0899503,41,8314.759076
-0.70739925,18,8315.356816
-0.7086253,30,8316.038981
-1.5018451,44,8316.503614
-1.3878024,42,8317.219622
-1.0748684,41,8317.886908
-0.71676373,18,8318.243088
-1.4643159,42,8318.682024
-0.6965674,30,8319.484047
-1.4203689,43,8320.118034
-16.894083,512,8320.55481
-1.4977777,44,8320.893152
-0.7115525,18,8321.437758
-1.0834198,42,8321.948849
-1.4917111,43,8322.76513
-0.6945994,30,8323.222628
-1.3861618,42,8323.595694
-0.7139466,18,8324.296137
-1.5240521,45,8324.970811
-1.0654285,41,8325.344719
-19.405209,512,8325.952408
-1.3996837,42,8326.433294
-19.030289,512,8326.870213
-0.69379544,30,8327.221715
-0.71687365,18,8327.74411
-1.5114412,45,8328.094782
-1.0796967,42,8329.059678
-1.3914092,42,8329.588541
-1.4909949,44,8329.992575
-0.7151104,18,8330.622388
-0.6917645,30,8330.982811
-1.4949036,43,8331.895997
-1.4228604,43,8332.519339
-1.0844727,42,8332.892393
-0.7123569,18,8333.582875
-1.496006,44,8334.16184
-0.6948612,30,8334.493327
-17.484055,512,8335.142884
-1.3677623,41,8335.738688
-1.0624952,41,8336.33229
-1.5112967,45,8336.703711
-0.71998084,18,8337.054156
-0.83475506,35,8338.009784
-1.4971972,44,8338.570954
-1.4242737,43,8338.902747
-0.7165749,18,8339.594687
-0.8742205,36,8340.012144
-17.51292,512,8340.432415
-1.4703925,43,8341.049747
-0.8772669,36,8341.723828
-1.3893199,42,8342.054943
-0.7144388,18,8342.755157
-1.504852,44,8343.233608
-0.88136685,36,8343.749424
-1.438062,43,8344.649154
-1.4825845,44,8345.162512
-0.884285,36,8345.497421
-11.227101,212,8345.974159
-0.71231496,18,8346.308793
-18.247763,512,8347.031363
-0.8857596,36,8347.570071
-1.5487022,36,8348.089748
-1.4964125,44,8348.0898
-1.3915439,42,8348.561263
-0.18218446,10,8348.936937
-0.33942652,10,8349.46124
-0.71775234,18,8349.878659
-0.8885281,36,8350.279097
-0.40478742,11,8350.632274
-0.43077707,11,8351.181064
-1.4895399,43,8351.518886
-0.46602428,11,8352.043916
-1.3964794,42,8352.655441
-1.0011137,40,8353.009181
-0.717363,18,8353.665137
-1.5096774,44,8354.026991
-20.389832,512,8354.382884
-0.7954366,34,8355.009465
-22.238256,512,8355.009517
-1.3995688,42,8355.835991
-1.506026,45,8356.250171
-0.9813491,40,8356.794816
-0.7148763,18,8357.146294
-0.73559225,32,8358.136262
-1.4842286,43,8358.136317
-1.41042,42,8358.70638
-0.71154296,18,8359.396468
-0.8809651,36,8359.832469
-1.4825926,43,8360.292031
-0.88052857,36,8361.226301
-1.4280634,43,8361.561212
-1.5067515,45,8362.200143
-0.7129297,18,8362.572804
-0.6839169,18,8363.229722
-7.2277584,179,8363.56109
-0.0284276,7,8363.997386
-0.95242095,25,8364.374492
-0.2825905,20,8364.920817
-0.73433995,18,8365.381624
-0.34555113,20,8365.97747
-0.746063,18,8366.394716
-1.6401067,46,8366.865113
-0.0442127,7,8367.329012
-0.45313597,22,8367.704952
-0.7735398,19,8368.059582
0.03661585,6,8368.389729
-0.7358432,18,8369.065824
-0.43953085,21,8369.398705
-18.44391,512,8369.730256
-0.74298084,18,8370.386838
-0.48313844,21,8370.785414
-0.74109733,18,8371.39555
-0.51532555,22,8371.886545
-1.7363124,46,8372.2888
-0.74093676,18,8372.764764
-2.6966312,71,8372.764816
-0.0016536713,6,8373.213984
-0.75284314,20,8373.703775
-0.74291456,18,8374.102801
-0.807876,20,8374.769443
-1.1252515,45,8375.101428
-0.7419795,18,8375.440009
-0.7787707,19,8376.153219
-0.7364749,18,8376.514315
-0.43109083,20,8376.844654
-2.1176686,62,8377.441007
-0.7027017,18,8377.813615
-0.7335434,18,8378.148946
-0.0010377169,6,8378.499305
-16.273912,511,8378.850104
-0.6702938,18,8379.439348
-0.72157884,18,8379.77592
-1.1507113,46,8380.327446
-0.6106962,17,8380.751878
-0.7280725,18,8381.104118
-0.42873764,20,8381.698372
-0.6000006,17,8382.050767
-0.72350097,18,8382.43304
-0.44716513,12,8382.941481
-2.1860738,64,8383.321662
-0.7136793,18,8383.777062
0.0038514137,6,8383.777113
-23.356365,512,8384.1515
-0.59665656,17,8384.573773
-2.454312,85,8385.082677
-0.7124566,18,8385.414749
-0.4367181,12,8385.768989
-1.1762235,47,8386.159044
-0.4418217,12,8386.648914
-0.7076031,18,8387.042185
-20.035667,512,8387.415963
-0.47250533,12,8387.861277
-0.42914712,20,8387.861323
-0.71155024,18,8388.39311
-0.6365725,17,8388.859004
-2.2199144,65,8389.255795
-0.003312707,6,8389.698376
-0.7043545,18,8390.030633
-0.42096734,12,8390.361356
-0.4362445,12,8390.928395
