time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/success_rate,rollout/ep_len_mean,time/iterations,train/clip_range,train/entropy_loss,train/approx_kl,train/std,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/learning_rate,train/n_updates,eval/mean_ep_length,eval/success_rate,eval/mean_reward
4396,584,-168.7294921875,2568192,0.0,512.0,264,0.1,28.620954513549805,0.39437073,0.010061580687761307,0.23972008377313614,0.1070052981376648,0.13408664241433144,0.474609375,0.713676929473877,0.0002,263,,,
4412,584,-171.57379150390625,2577920,0.0,512.0,265,0.1,28.620776176452637,0.40831462,0.01006177719682455,0.18227070569992065,0.21228718757629395,0.14329676376655698,0.4619140625,0.6987711787223816,0.0002,264,,,
4428,584,-172.22183227539062,2587648,0.0,512.0,266,0.1,28.620548248291016,0.19558194,0.010062088258564472,0.10490341484546661,0.021424174308776855,0.12499449250753969,0.451171875,0.602428138256073,0.0002,265,,,
4443,584,-175.1092987060547,2597376,0.0,512.0,267,0.1,28.620264053344727,0.20095368,0.010062411427497864,0.096744854003191,0.21571099758148193,0.14305025385692716,0.45703125,0.6387128233909607,0.0002,266,,,
,,,2600000,,,,0.1,28.61995029449463,0.13382456,0.010062788613140583,0.1441381797194481,-0.223250150680542,0.08783516474068165,0.4453125,0.547399640083313,0.0002,267,512.0,0.0,-177.1356658935547
4474,582,-179.25173950195312,2607104,0.0,512.0,268,,,,,,,,,,,,,,
4490,582,-177.00277709960938,2616832,0.0,512.0,269,0.1,28.619637489318848,0.3164526,0.0100631108507514,0.184453584253788,0.22989028692245483,0.1768858153373003,0.4638671875,0.7495903968811035,0.0002,268,,,
4505,582,-178.4239044189453,2626560,0.0,512.0,270,0.1,28.61942481994629,0.30380398,0.010063264518976212,0.11672798544168472,0.23056340217590332,0.13594888243824244,0.4580078125,0.6450935006141663,0.0002,269,,,
4521,583,-181.38108825683594,2636288,0.0,512.0,271,0.1,28.619254112243652,0.4400191,0.010063493624329567,0.08840455859899521,0.5959381759166718,0.16800384502857924,0.47265625,0.6876185536384583,0.0002,270,,,
4537,583,-183.07562255859375,2646016,0.0,512.0,272,0.1,28.619070053100586,0.3672151,0.010063676163554192,0.10672000795602798,0.527517706155777,0.1921827271580696,0.4580078125,0.7414877414703369,0.0002,271,,,
,,,2650000,,,,0.1,28.618876457214355,0.47775495,0.010063924826681614,0.15179412811994553,0.4336923360824585,0.14581243600696325,0.462890625,0.6895295977592468,0.0002,272,512.0,0.0,-186.15882873535156
4567,581,-184.52072143554688,2655744,0.0,512.0,273,,,,,,,,,,,,,,
4583,581,-185.62994384765625,2665472,0.0,512.0,274,0.1,28.61866855621338,0.6358892,0.010064140893518925,0.16663213074207306,0.6015270054340363,0.15008817985653877,0.466796875,0.7188628911972046,0.0002,273,,,
4598,581,-186.65020751953125,2675200,0.0,512.0,275,0.1,28.61842441558838,0.97225726,0.01006446871906519,0.2284524142742157,0.40637022256851196,0.2546614184975624,0.466796875,0.9711657166481018,0.0002,274,,,
4614,581,-188.47412109375,2684928,0.0,512.0,276,0.1,28.618136405944824,0.5665517,0.010064782574772835,0.2634953111410141,0.42166590690612793,0.11420606821775436,0.4736328125,0.7097550630569458,0.0002,275,,,
4630,581,-186.19400024414062,2694656,0.0,512.0,277,0.1,28.617891311645508,0.7261574,0.010065017268061638,0.30222828686237335,-0.07180297374725342,0.14095562975853682,0.4716796875,0.7872889041900635,0.0002,276,,,
,,,2700000,,,,0.1,28.617724418640137,0.4700768,0.010065157897770405,0.2683446556329727,-0.0871347188949585,0.16275331564247608,0.4609375,0.8186715245246887,0.0002,277,512.0,0.0,-193.84716796875
4660,580,-184.4944305419922,2704384,0.0,512.0,278,,,,,,,,,,,,,,
4676,580,-186.36839294433594,2714112,0.0,512.0,279,0.1,28.617588996887207,0.3306518,0.010065320879220963,0.2323738858103752,-0.2917433977127075,0.10499212052673101,0.453125,0.6523072123527527,0.0002,278,,,
4691,580,-186.00909423828125,2723840,0.0,512.0,280,0.1,28.617399215698242,0.41259533,0.01006558258086443,0.2864617705345154,0.09481996297836304,0.1827939860522747,0.46875,0.8366866111755371,0.0002,279,,,
4707,580,-183.9704132080078,2733568,0.0,512.0,281,0.1,28.617231369018555,0.41184172,0.010065696202218533,0.19345973432064056,0.3515240550041199,0.16212735837325454,0.46875,0.750149667263031,0.0002,280,,,
4722,580,-185.21701049804688,2743296,0.0,512.0,282,0.1,28.61712646484375,0.4748839,0.010065815411508083,0.32442066073417664,0.11633723974227905,0.16142492648214102,0.4677734375,0.8396053314208984,0.0002,281,,,
,,,2750000,,,,0.1,28.61705493927002,0.3330896,0.010065857321023941,0.359136164188385,-0.13994204998016357,0.07689089002087712,0.45703125,0.6963291764259338,0.0002,282,512.0,0.0,-183.98318481445312
4753,579,-188.75857543945312,2753024,0.0,512.0,283,,,,,,,,,,,,,,
4769,579,-187.11236572265625,2762752,0.02,502.56,284,0.1,28.61700439453125,0.49161828,0.010065930895507336,0.3478744179010391,-0.14977574348449707,0.10568989906460047,0.4794921875,0.7551051378250122,0.0002,283,,,
4785,579,-186.71485900878906,2772480,0.04,493.14,285,0.1,28.61696147918701,0.6618364,0.010065955109894276,0.48718586564064026,-0.10236644744873047,0.7571206782013178,0.4658203125,2.1302356719970703,0.0002,284,,,
4801,579,-185.6087646484375,2782208,0.06,483.61,286,0.1,28.61691665649414,0.5207697,0.010066032409667969,0.4711078256368637,-0.20739901065826416,0.14562207832932472,0.466796875,0.897747278213501,0.0002,285,,,
4817,579,-185.49693298339844,2791936,0.06,483.61,287,0.1,28.6168212890625,0.5056076,0.010066168382763863,0.5712377727031708,-0.3920934200286865,0.11884563136845827,0.4765625,0.9204902052879333,0.0002,286,,,
,,,2800000,,,,0.1,28.61666202545166,0.43553293,0.010066388174891472,0.4719248563051224,-0.21693849563598633,0.09664528723806143,0.47265625,0.8169775009155273,0.0002,287,512.0,0.0,-198.10382080078125
4847,577,-185.30886840820312,2801664,0.06,483.61,288,,,,,,,,,,,,,,
4863,578,-187.61402893066406,2811392,0.04,493.05,289,0.1,28.61644458770752,0.4806862,0.010066656395792961,0.47361110150814056,-0.1502772569656372,0.18058717157691717,0.4638671875,1.0001399517059326,0.0002,288,,,
4878,578,-191.4784393310547,2821120,0.02,502.47,290,0.1,28.616201400756836,0.4449581,0.010066931135952473,0.5992034375667572,-0.43862462043762207,0.17462414968758821,0.466796875,1.1279892921447754,0.0002,289,,,
4894,578,-194.06463623046875,2830848,0.01,507.29,291,0.1,28.61597442626953,0.5205362,0.010067160241305828,0.8508323729038239,-0.787969708442688,0.26357563212513924,0.466796875,1.3557525873184204,0.0002,290,,,
4910,578,-195.08148193359375,2840576,0.01,507.29,292,0.1,28.615766525268555,0.37535167,0.01006739679723978,0.5923873782157898,-0.717320442199707,0.098932184278965,0.4619140625,0.8773177266120911,0.0002,291,,,
,,,2850000,,,,0.1,28.615537643432617,0.4127818,0.01006767526268959,0.4625999182462692,-0.6810735464096069,0.08688454516232014,0.466796875,0.7928249835968018,0.0002,292,512.0,0.0,-197.40707397460938
4940,576,-196.3136749267578,2850304,0.01,507.29,293,,,,,,,,,,,,,,
4956,577,-196.0894775390625,2860032,0.02,502.61,294,0.1,28.615262985229492,0.29319456,0.010068013332784176,0.3053329885005951,-0.15770864486694336,0.08229232579469681,0.45703125,0.7021987438201904,0.0002,293,,,
4972,577,-197.32545471191406,2869760,0.02,502.61,295,0.1,28.614977836608887,0.45611793,0.010068312287330627,0.4635854810476303,-0.4264833927154541,0.06984088337048888,0.4677734375,0.7646548748016357,0.0002,294,,,
4988,577,-196.3540496826172,2879488,0.03,498.0,296,0.1,28.614652633666992,0.46149006,0.01006874069571495,0.4635186493396759,-0.3783900737762451,0.07815814390778542,0.4560546875,0.7340092658996582,0.0002,295,,,
5003,577,-199.84861755371094,2889216,0.02,502.71,297,0.1,28.614312171936035,0.5460092,0.010069076903164387,0.3203880190849304,0.2652621269226074,0.11511791683733463,0.470703125,0.7600730657577515,0.0002,296,,,
5019,577,-197.7056427001953,2898944,0.03,498.03,298,0.1,28.613988876342773,0.3607031,0.010069464333355427,0.5559487044811249,-0.6374454498291016,0.09913615509867668,0.4541015625,0.8729747533798218,0.0002,297,,,
,,,2900000,,,,0.1,28.613672256469727,0.4526197,0.010069784708321095,0.35769787430763245,0.09725457429885864,0.0873793016653508,0.46875,0.7470322847366333,0.0002,298,512.0,0.0,-203.22616577148438
5050,575,-199.89926147460938,2908672,0.02,502.71,299,,,,,,,,,,,,,,
5066,576,-198.11474609375,2918400,0.03,498.07,300,0.1,28.613405227661133,0.541387,0.010070059448480606,0.35659144818782806,0.10312163829803467,0.20366272144019604,0.46875,0.9657094478607178,0.0002,299,,,
5081,576,-198.2478485107422,2928128,0.03,498.08,301,0.1,28.61316967010498,0.6799267,0.010070310905575752,0.3907466530799866,0.3057226538658142,0.19844678090885282,0.47265625,0.9432900547981262,0.0002,300,,,
5097,576,-198.42991638183594,2937856,0.03,498.08,302,0.1,28.612951278686523,0.5881928,0.010070547461509705,0.3579900711774826,0.4097687602043152,0.11068282974883914,0.46484375,0.7867778539657593,0.0002,301,,,
5113,576,-200.97787475585938,2947584,0.02,502.76,303,0.1,28.612650871276855,0.60058105,0.010070983320474625,0.33255070447921753,0.31516844034194946,0.1051026419736445,0.466796875,0.7478628158569336,0.0002,302,,,
,,,2950000,,,,0.1,28.61225128173828,0.6225108,0.010071441531181335,0.39795514941215515,-0.04410970211029053,0.10358135588467121,0.4775390625,0.8097918033599854,0.0002,303,512.0,0.0,-205.96932983398438
5143,574,-201.4717254638672,2957312,0.02,502.76,304,,,,,,,,,,,,,,
5159,575,-203.5099639892578,2967040,0.01,507.4,305,0.1,28.611848831176758,0.5974593,0.01007188018411398,0.48426394164562225,-0.08324134349822998,0.10645310487598181,0.470703125,0.8737900853157043,0.0002,304,,,
5174,575,-204.24343872070312,2976768,0.0,512.0,306,0.1,28.611478805541992,0.623711,0.01007226761430502,0.42173315584659576,0.1709376573562622,0.15218328218907118,0.47265625,0.922049880027771,0.0002,305,,,
5190,575,-203.49342346191406,2986496,0.0,512.0,307,0.1,28.61116123199463,0.498887,0.010072591714560986,0.30343471467494965,0.3969463109970093,0.10975445993244648,0.47265625,0.7399016618728638,0.0002,306,,,
5206,575,-203.07943725585938,2996224,0.0,512.0,308,0.1,28.610898971557617,0.39203262,0.010072855278849602,0.31211186945438385,0.08560025691986084,0.10773139074444771,0.470703125,0.7222484350204468,0.0002,307,,,
,,,3000000,,,,0.1,28.61067295074463,0.5478984,0.010073097422719002,0.2928870618343353,0.4328802227973938,0.1352097075432539,0.4775390625,0.7904067635536194,0.0002,308,512.0,0.0,-208.6782684326172
5236,573,-202.85626220703125,3005952,0.0,512.0,309,,,,,,,,,,,,,,
5253,574,-198.93792724609375,3015680,0.02,502.47,310,0.1,28.61042594909668,0.3213033,0.010073406621813774,0.3953375071287155,0.11066925525665283,0.15012182854115963,0.4580078125,0.8573858141899109,0.0002,309,,,
5268,574,-200.5459442138672,3025408,0.02,502.47,311,0.1,28.610130310058594,0.3033467,0.010073758661746979,0.34392377734184265,0.3427237868309021,0.09835428837686777,0.4521484375,0.7469898462295532,0.0002,310,,,
5284,574,-199.1415557861328,3035136,0.03,497.69,312,0.1,28.60981273651123,0.31865734,0.010074115358293056,0.2230229154229164,0.5274827778339386,0.10681614652276039,0.466796875,0.6562266945838928,0.0002,311,,,
5301,574,-191.0376739501953,3044864,0.07,478.68,313,0.1,28.609522819519043,0.27698582,0.010074404999613762,0.26208406686782837,0.19662362337112427,0.10146444849669933,0.4462890625,0.691630482673645,0.0002,312,,,
,,,3050000,,,,0.1,28.6092586517334,0.2615235,0.010074709542095661,0.3373863250017166,0.2483958601951599,0.10934318229556084,0.4404296875,0.8058040738105774,0.0002,313,512.0,0.0,-206.9300079345703
5332,572,-187.64202880859375,3054592,0.09,469.11,314,,,,,,,,,,,,,,
5347,573,-192.74945068359375,3064320,0.07,478.64,315,0.1,28.6090087890625,0.32035583,0.010074962861835957,0.18933430314064026,0.27341896295547485,0.07887034863233566,0.46875,0.5846691727638245,0.0002,314,,,
5363,573,-193.44740295410156,3074048,0.07,478.64,316,0.1,28.60878086090088,0.39897963,0.010075218044221401,0.20059150457382202,0.20917844772338867,0.11413812031969428,0.4697265625,0.663507342338562,0.0002,315,,,
5379,573,-195.65713500976562,3083776,0.06,483.42,317,0.1,28.608555793762207,0.531881,0.010075467638671398,0.21762819588184357,-0.5578899383544922,0.07706758007407188,0.4775390625,0.5973783731460571,0.0002,316,,,
5394,573,-205.2090606689453,3093504,0.02,502.43,318,0.1,28.608369827270508,0.40679544,0.01007563341408968,0.2722044438123703,0.0777963399887085,0.13994798809289932,0.4658203125,0.76444011926651,0.0002,317,,,
,,,3100000,,,,0.1,28.60822582244873,0.3288997,0.010075789876282215,0.28375864773988724,-0.15758490562438965,0.08658192679286003,0.466796875,0.7103816270828247,0.0002,318,512.0,0.0,-204.43434143066406
5424,572,-207.6690673828125,3103232,0.0,512.0,319,,,,,,,,,,,,,,
5440,572,-207.53367614746094,3112960,0.0,512.0,320,0.1,28.608054161071777,0.37973535,0.010076019912958145,0.4854632318019867,-0.09676194190979004,0.1271213535219431,0.4775390625,0.9416581392288208,0.0002,319,,,
5455,572,-207.1699676513672,3122688,0.0,512.0,321,0.1,28.607877731323242,0.32704428,0.010076183825731277,0.404438853263855,-0.3917422294616699,0.08835413306951523,0.4697265625,0.7623518705368042,0.0002,320,,,
5471,572,-207.25640869140625,3132416,0.0,512.0,322,0.1,28.607694625854492,0.40843782,0.010076429694890976,0.4184928983449936,-0.44762158393859863,0.1780599751509726,0.4580078125,0.9633705615997314,0.0002,321,,,
5486,572,-205.7583465576172,3142144,0.0,512.0,323,0.1,28.607460975646973,0.5959768,0.010076706297695637,0.4002094566822052,-0.05252552032470703,0.1354467780329287,0.4755859375,0.825136125087738,0.0002,322,,,
,,,3150000,,,,0.1,28.607197761535645,0.59517324,0.010077017359435558,0.5935645699501038,-0.8258888721466064,0.24102990119718015,0.4716796875,1.187063455581665,0.0002,323,512.0,0.0,-210.7982940673828
5517,571,-205.97767639160156,3151872,0.0,512.0,324,,,,,,,,,,,,,,
5532,571,-206.0717010498047,3161600,0.0,512.0,325,0.1,28.606952667236328,0.53159636,0.010077257640659809,0.747236430644989,-0.7602263689041138,0.1356071326881647,0.4853515625,1.150496244430542,0.0002,324,,,
5548,571,-205.20086669921875,3171328,0.0,512.0,326,0.1,28.60676860809326,0.44417357,0.010077431797981262,0.5493367612361908,-0.9677625894546509,0.1533635794185102,0.478515625,1.0190508365631104,0.0002,325,,,
5564,571,-203.76243591308594,3181056,0.0,512.0,327,0.1,28.606579780578613,0.43543172,0.010077680461108685,0.5141081213951111,-0.37783026695251465,0.23372619156725705,0.4697265625,1.1831457614898682,0.0002,326,,,
5579,571,-202.4783172607422,3190784,0.0,512.0,328,0.1,28.606325149536133,0.3744182,0.010078002698719501,0.47933679819107056,-0.9273440837860107,0.11542961560189724,0.4609375,0.8617455959320068,0.0002,327,,,
,,,3200000,,,,0.1,28.606019020080566,0.49426615,0.01007836777716875,0.37032341957092285,-0.226007342338562,0.120813874527812,0.46875,0.8155244588851929,0.0002,328,512.0,0.0,-195.0055389404297
5609,570,-200.74761962890625,3200512,0.0,512.0,329,,,,,,,,,,,,,,
5625,570,-199.67689514160156,3210240,0.0,512.0,330,0.1,28.605716705322266,0.5423398,0.010078679770231247,0.31983499228954315,0.11689639091491699,0.22027460113167763,0.4716796875,0.9867790937423706,0.0002,329,,,
5641,570,-197.40008544921875,3219968,0.0,512.0,331,0.1,28.60542392730713,0.37741113,0.01007902342826128,0.7238909900188446,-0.7494136095046997,0.14976445818319917,0.47265625,1.080380916595459,0.0002,330,,,
5657,570,-195.3988037109375,3229696,0.0,512.0,332,0.1,28.605098724365234,0.347408,0.01007941085845232,0.5068866312503815,-0.056748390197753906,0.1723818788304925,0.4619140625,0.9993777275085449,0.0002,331,,,
5672,571,-195.1235809326172,3239424,0.0,512.0,333,0.1,28.60475254058838,0.32189465,0.01007980015128851,0.6850495934486389,-0.7221313714981079,0.17488132417201996,0.46484375,1.1803288459777832,0.0002,332,,,
5688,571,-191.33766174316406,3249152,0.01,507.16,334,0.1,28.604411125183105,0.27697808,0.01008017361164093,0.49146294593811035,-1.1198489665985107,0.11112120421603322,0.4443359375,0.8489305973052979,0.0002,333,,,
,,,3250000,,,,0.1,28.604061126708984,0.3000744,0.010080584324896336,0.5138591229915619,-0.6570777893066406,0.2771470360457897,0.455078125,1.2687169313430786,0.0002,334,512.0,0.0,-191.89495849609375
5718,569,-189.67918395996094,3258880,0.01,507.16,335,,,,,,,,,,,,,,
5734,569,-186.30467224121094,3268608,0.02,502.31,336,0.1,28.60369110107422,0.3310436,0.010081003420054913,0.5275357067584991,-0.10167515277862549,0.10149028338491917,0.46875,0.8118491172790527,0.0002,335,,,
5750,570,-183.85186767578125,3278336,0.03,497.47,337,0.1,28.603300094604492,0.5540262,0.010081461630761623,0.6450814306735992,-0.47904205322265625,0.13865562621504068,0.474609375,0.9928810000419617,0.0002,336,,,
5765,570,-183.39263916015625,3288064,0.03,497.47,338,0.1,28.60287570953369,0.50412905,0.01008195523172617,0.35449762642383575,-0.3040444850921631,0.16264029778540134,0.462890625,0.8270922303199768,0.0002,337,,,
5781,570,-183.3969268798828,3297792,0.03,497.42,339,0.1,28.602439880371094,0.5214685,0.010082436725497246,0.4003366082906723,-0.10517525672912598,0.1317953197285533,0.46875,0.853021502494812,0.0002,338,,,
,,,3300000,,,,0.1,28.601988792419434,0.46658745,0.010082966648042202,0.3993740379810333,-0.020313382148742676,0.22855942184105515,0.4638671875,1.0351701974868774,0.0002,339,512.0,0.0,-189.11566162109375
5812,569,-183.66323852539062,3307520,0.03,497.42,340,,,,,,,,,,,,,,
5827,569,-183.72706604003906,3317248,0.03,497.42,341,0.1,28.601511001586914,0.463209,0.010083509609103203,0.45245370268821716,-0.09773147106170654,0.13323871325701475,0.4697265625,0.8486567735671997,0.0002,340,,,
5842,569,-186.95028686523438,3326976,0.01,507.11,342,0.1,28.60101890563965,0.56904423,0.010084071196615696,0.5275657474994659,-0.30073535442352295,0.1557811163365841,0.470703125,0.9734717607498169,0.0002,341,,,
5858,569,-186.34642028808594,3336704,0.01,507.11,343,0.1,28.600526809692383,0.42351815,0.010084611363708973,0.38709215819835663,-0.05369281768798828,0.09685364365577698,0.4716796875,0.7756772637367249,0.0002,342,,,
5874,569,-187.3256072998047,3346432,0.0,512.0,344,0.1,28.60004997253418,0.554649,0.010085138492286205,0.42591652274131775,-0.24164748191833496,0.2459200299344957,0.466796875,1.094916820526123,0.0002,343,,,
,,,3350000,,,,0.1,28.599609375,0.47998524,0.01008560135960579,0.32527242600917816,-0.14024317264556885,0.13197454251348972,0.4697265625,0.7830968499183655,0.0002,344,512.0,0.0,-187.12437438964844
5905,568,-185.6141815185547,3356160,0.01,507.14,345,,,,,,,,,,,,,,
5920,568,-183.79791259765625,3365888,0.01,507.14,346,0.1,28.59918975830078,0.49842426,0.010086079128086567,0.41237129271030426,-0.2332087755203247,0.12039520964026451,0.4677734375,0.8582273125648499,0.0002,345,,,
5936,568,-183.89105224609375,3375616,0.01,507.14,347,0.1,28.59879207611084,0.52195776,0.010086492635309696,0.47318241000175476,-0.6728214025497437,0.1322453487664461,0.462890625,0.8883156180381775,0.0002,346,,,
5951,568,-183.31402587890625,3385344,0.01,507.14,348,0.1,28.59842586517334,0.67923164,0.010086899623274803,0.46931713819503784,-0.45159828662872314,0.1427082773298025,0.455078125,0.8881409168243408,0.0002,347,,,
5967,568,-183.92291259765625,3395072,0.01,507.14,349,0.1,28.59807014465332,0.32913586,0.010087288916110992,0.39931683242321014,0.1055523157119751,0.08817205391824245,0.4697265625,0.7200719714164734,0.0002,348,,,
,,,3400000,,,,0.1,28.5977201461792,0.39374748,0.010087685659527779,0.3219691812992096,-0.9881675243377686,0.12623724807053804,0.46875,0.7871501445770264,0.0002,349,487.6,0.05,-176.0101776123047
5997,567,-185.45590209960938,3404800,0.0,512.0,350,,,,,,,,,,,,,,
6013,567,-186.68382263183594,3414528,0.0,512.0,351,0.1,28.5973539352417,0.48095876,0.010088110342621803,0.4332410395145416,-0.8986612558364868,0.15889617335051298,0.4677734375,0.9294487237930298,0.0002,350,,,
6029,567,-183.93463134765625,3424256,0.01,507.13,352,0.1,28.59697914123535,0.44085488,0.010088524781167507,0.46911120414733887,-0.45511293411254883,0.13452311046421528,0.4677734375,0.8851906061172485,0.0002,351,,,
6044,568,-182.6490478515625,3433984,0.01,507.13,353,0.1,28.596623420715332,0.44132867,0.010088910348713398,0.3184840530157089,0.2867717146873474,0.10947425849735737,0.4697265625,0.738998293876648,0.0002,352,,,
6060,568,-180.83412170410156,3443712,0.01,507.13,354,0.1,28.596275329589844,0.5032556,0.010089307092130184,0.26506903767585754,0.24335718154907227,0.14621767168864608,0.4755859375,0.7464176416397095,0.0002,353,,,
,,,3450000,,,,0.1,28.595935821533203,0.70097923,0.010089670307934284,0.27524709701538086,0.009664654731750488,0.1367767322808504,0.4765625,0.7652877569198608,0.0002,354,487.7,0.05,-173.11338806152344
6090,566,-179.3223114013672,3453440,0.01,507.13,355,,,,,,,,,,,,,,
6107,567,-174.84051513671875,3463168,0.02,502.28,356,0.1,28.59559917449951,0.47536424,0.010090061463415623,0.3191908746957779,-0.969650387763977,0.147313502850011,0.4609375,0.8195958137512207,0.0002,355,,,
6122,567,-176.3890380859375,3472896,0.01,507.15,357,0.1,28.595288276672363,0.5142841,0.010090368799865246,0.2721117287874222,0.26466166973114014,0.12678344547748566,0.458984375,0.7556185722351074,0.0002,356,,,
6138,567,-174.41441345214844,3482624,0.03,497.41,358,0.1,28.59498882293701,0.6409472,0.010090735740959644,0.2953859120607376,-0.2543829679489136,0.14669771259650588,0.4765625,0.7875908613204956,0.0002,357,,,
6154,567,-176.68914794921875,3492352,0.03,497.41,359,0.1,28.59466552734375,0.5453924,0.010091093368828297,0.3486851453781128,0.12453973293304443,0.1378519320860505,0.474609375,0.8247681856155396,0.0002,358,,,
,,,3500000,,,,0.1,28.594341278076172,0.5496125,0.010091460309922695,0.3228781223297119,-0.766514778137207,0.20349792204797268,0.4794921875,0.9231371879577637,0.0002,359,512.0,0.0,-188.4771270751953
6184,566,-177.85052490234375,3502080,0.03,497.41,360,,,,,,,,,,,,,,
6199,566,-176.7353515625,3511808,0.03,497.41,361,0.1,28.59400177001953,1.001374,0.010091853328049183,0.29467275738716125,-0.0005538463592529297,0.21321991318836808,0.4775390625,0.9529353380203247,0.0002,360,,,
6215,566,-178.72007751464844,3521536,0.02,502.26,362,0.1,28.59367561340332,0.78034806,0.010092189535498619,0.2795230597257614,-0.10321664810180664,0.12609273847192526,0.4765625,0.7208623290061951,0.0002,361,,,
6230,566,-182.41407775878906,3531264,0.0,512.0,363,0.1,28.593369483947754,0.6974138,0.0100925387814641,0.31566596031188965,0.004815042018890381,0.1548129147849977,0.478515625,0.8358354568481445,0.0002,362,,,
6246,566,-183.42642211914062,3540992,0.0,512.0,364,0.1,28.59304141998291,1.414041,0.01009292621165514,0.28813694417476654,-0.09805095195770264,0.35952071752399206,0.46875,1.2150161266326904,0.0002,363,,,
,,,3550000,,,,0.1,28.592692375183105,1.2207084,0.010093321092426777,0.350140780210495,-0.6383081674575806,0.22673948667943478,0.462890625,1.01151704788208,0.0002,364,512.0,0.0,-191.9544677734375
6277,565,-182.45091247558594,3550720,0.0,512.0,365,,,,,,,,,,,,,,
6292,565,-184.74098205566406,3560448,0.0,512.0,366,0.1,28.59230136871338,1.0076072,0.010093806311488152,0.3255959451198578,-0.18186378479003906,0.11087246052920818,0.462890625,0.7413345575332642,0.0002,365,,,
6307,565,-186.79296875,3570176,0.0,512.0,367,0.1,28.59185791015625,0.77277744,0.01009431853890419,0.343215674161911,-0.17358505725860596,0.1534467674791813,0.46875,0.8510857224464417,0.0002,366,,,
6323,566,-188.29319763183594,3579904,0.0,512.0,368,0.1,28.591437339782715,0.65094507,0.010094746947288513,0.32217010855674744,-0.6587471961975098,0.1889956658706069,0.466796875,0.8940675258636475,0.0002,367,,,
6338,566,-189.00845336914062,3589632,0.0,512.0,369,0.1,28.591064453125,1.2105256,0.01009515393525362,0.3898125886917114,-0.3735482692718506,0.18377769691869617,0.4755859375,0.9545873403549194,0.0002,368,,,
6354,566,-194.8517608642578,3599360,0.0,512.0,370,0.1,28.590733528137207,0.662555,0.010095489211380482,0.32876303791999817,-0.5095537900924683,0.20041716657578945,0.4599609375,0.911850094795227,0.0002,369,,,
,,,3600000,,,,0.1,28.590490341186523,0.47179383,0.01009570062160492,0.2835874557495117,0.19036859273910522,0.10254237148910761,0.46484375,0.6923438310623169,0.0002,370,512.0,0.0,-192.8053741455078
6384,565,-196.49708557128906,3609088,0.0,512.0,371,,,,,,,,,,,,,,
6400,565,-196.82772827148438,3618816,0.0,512.0,372,0.1,28.590295791625977,0.57552266,0.010095926001667976,0.29265959560871124,-0.4295598268508911,0.1647108243778348,0.466796875,0.8144383430480957,0.0002,371,,,
6416,565,-195.92173767089844,3628544,0.0,512.0,373,0.1,28.590092658996582,0.49012512,0.010096156038343906,0.2873482257127762,0.2784920930862427,0.14774437714368105,0.4677734375,0.7828832864761353,0.0002,372,,,
6431,565,-196.16209411621094,3638272,0.0,512.0,374,0.1,28.589850425720215,0.44750264,0.010096471756696701,0.3297339230775833,-0.3827711343765259,0.12416738574393094,0.4658203125,0.764712393283844,0.0002,373,,,
6447,565,-193.8167724609375,3648000,0.0,512.0,375,0.1,28.589601516723633,0.41706622,0.01009671576321125,0.2923431992530823,0.06883800029754639,0.09180445782840252,0.4677734375,0.7001639604568481,0.0002,374,,,
,,,3650000,,,,0.1,28.589346885681152,0.49235973,0.01009704452008009,0.25753819197416306,-0.16696953773498535,0.1878419118002057,0.4619140625,0.8728695511817932,0.0002,375,512.0,0.0,-189.81304931640625
6478,564,-192.49440002441406,3657728,0.0,512.0,376,,,,,,,,,,,,,,
6493,564,-192.71035766601562,3667456,0.0,512.0,377,0.1,28.5890531539917,0.4884202,0.010097374208271503,0.2510314881801605,0.2006734013557434,0.19278438366018236,0.470703125,0.8318660855293274,0.0002,376,,,
6508,564,-193.65016174316406,3677184,0.0,512.0,378,0.1,28.588780403137207,0.8231107,0.010097657330334187,0.2552300691604614,-0.20909976959228516,0.2355825500562787,0.4736328125,0.9658709168434143,0.0002,377,,,
6524,565,-193.95240783691406,3686912,0.0,512.0,379,0.1,28.588536262512207,0.7678799,0.010097925551235676,0.29688698053359985,-0.29061639308929443,0.24388850200921297,0.4765625,0.992087185382843,0.0002,378,,,
6540,565,-193.32492065429688,3696640,0.0,512.0,380,0.1,28.58827781677246,0.5305903,0.010098237544298172,0.22032299637794495,0.09386968612670898,0.231134332716465,0.4658203125,0.9203578233718872,0.0002,379,,,
,,,3700000,,,,0.1,28.588003158569336,0.65544987,0.010098540224134922,0.20229455828666687,0.1322900652885437,0.13034001318737864,0.4736328125,0.696474552154541,0.0002,380,512.0,0.0,-196.7808380126953
6570,564,-192.99200439453125,3706368,0.0,512.0,381,,,,,,,,,,,,,,
6585,564,-192.49761962890625,3716096,0.0,512.0,382,0.1,28.58773136138916,0.57955,0.01009884849190712,0.17571116983890533,0.2699204683303833,0.19460210390388966,0.4716796875,0.8062489032745361,0.0002,381,,,
6601,564,-192.43650817871094,3725824,0.0,512.0,383,0.1,28.587422370910645,0.59907484,0.01009923405945301,0.24317660182714462,-0.19088423252105713,0.18477175757288933,0.470703125,0.8297938704490662,0.0002,382,,,
