time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,rollout/success_rate,train/approx_kl,train/explained_variance,train/std,train/loss,train/learning_rate,train/clip_fraction,train/value_loss,train/entropy_loss,train/n_updates,train/clip_range,train/policy_gradient_loss,eval/success_rate,eval/mean_reward,eval/mean_ep_length
516096,250,2059,352.7640686035156,126,512.0,0.0,12.149335,0.5304784774780273,0.009988239035010338,0.3031216263771057,0.0004,0.5,0.2387654036283493,28.686692237854004,125,0.2,0.09347577299922705,,,
520192,250,2074,351.9171447753906,127,512.0,0.0,8.043492,-0.35866713523864746,0.009988452307879925,0.3400905728340149,0.0004,0.49609375,0.29965606331825256,28.686668395996094,126,0.2,0.07926116278395057,,,
524288,251,2088,352.7859802246094,128,512.0,0.0,12.914698,0.6850746870040894,0.009988742880523205,0.3520984351634979,0.0004,0.5,0.31308625638484955,28.686442375183105,127,0.2,0.10740248672664165,,,
528384,251,2102,352.3189697265625,129,512.0,0.0,12.089413,0.7067155838012695,0.009988806210458279,0.3029062747955322,0.0004,0.5,0.13323312625288963,28.686284065246582,128,0.2,0.11514397617429495,,,
532480,251,2116,352.6533508300781,130,512.0,0.0,11.8181715,-0.49718916416168213,0.00998880434781313,0.5159633755683899,0.0004,0.5,0.6218293905258179,28.68625831604004,129,0.2,0.10587820410728455,,,
536576,251,2131,352.517578125,131,512.0,0.0,16.969622,-0.09402501583099365,0.009988865815103054,0.5395723581314087,0.0004,0.5,0.6220452785491943,28.686233520507812,130,0.2,0.11994029954075813,,,
540672,251,2145,352.4949951171875,132,512.0,0.0,19.66558,0.34528642892837524,0.009989078156650066,0.3749462962150574,0.0004,0.5,0.3689486235380173,28.686113357543945,131,0.2,0.09330309182405472,,,
544768,252,2159,353.71246337890625,133,512.0,0.0,15.158964,0.6205419600009918,0.009989220649003983,0.32278990745544434,0.0004,0.5,0.24635682255029678,28.685955047607422,132,0.2,0.09852865803986788,,,
548864,252,2173,354.0119934082031,134,512.0,0.0,13.911818,0.6107936799526215,0.009989487007260323,0.36163514852523804,0.0004,0.5,0.36243122816085815,28.685770988464355,133,0.2,0.09894004557281733,,,
550000,,,,,,,11.537571,0.07483106851577759,0.009989566169679165,0.7218810319900513,0.0004,0.5,0.9114946722984314,28.685616493225098,134,0.2,0.10587960109114647,0.0,354.18896484375,512.0
552960,249,2215,354.2491760253906,135,512.0,0.0,,,,,,,,,,,,,,
557056,249,2229,354.3522644042969,136,512.0,0.0,17.228506,-0.36185646057128906,0.009989527985453606,0.43576931953430176,0.0004,0.5,0.5767180919647217,28.685599327087402,135,0.2,0.096241001971066,,,
561152,250,2244,354.70855712890625,137,512.0,0.0,12.739554,0.18971556425094604,0.0099894218146801,0.4094190299510956,0.0004,0.49609375,0.47661833465099335,28.68566608428955,136,0.2,0.09267189726233482,,,
565248,250,2258,354.3895263671875,138,512.0,0.0,5.373905,0.3760836124420166,0.009989440441131592,0.5221600532531738,0.0004,0.5,0.5093278288841248,28.68570613861084,137,0.2,0.1265671495348215,,,
569344,250,2272,354.46722412109375,139,512.0,0.0,12.419038,0.03499025106430054,0.00998945627361536,0.565805971622467,0.0004,0.494140625,0.7082359492778778,28.685690879821777,138,0.2,0.08326269313693047,,,
573440,250,2286,351.30438232421875,140,507.22,0.01,13.875044,-0.06612884998321533,0.00998939573764801,0.5904313325881958,0.0004,0.498046875,0.826919823884964,28.685710906982422,139,0.2,0.11414317600429058,,,
577536,250,2301,351.5767822265625,141,507.22,0.01,17.097153,-0.06111466884613037,0.00998934917151928,0.5199470520019531,0.0004,0.5,0.7719225585460663,28.68575954437256,140,0.2,0.10738052427768707,,,
581632,251,2314,352.2532958984375,142,507.22,0.01,16.04496,-0.8458201885223389,0.009989248588681221,0.5957755446434021,0.0004,0.5,0.8197965919971466,28.685827255249023,141,0.2,0.1070569921284914,,,
585728,251,2328,352.6572570800781,143,507.22,0.01,29.118128,0.4290069341659546,0.009989145211875439,0.798302173614502,0.0004,0.5,0.9785328209400177,28.685919761657715,142,0.2,0.1351021290756762,,,
589824,251,2342,353.4224548339844,144,507.22,0.01,83.85994,-0.6016634702682495,0.00998899806290865,0.3274610638618469,0.0004,0.5,0.21640382707118988,28.686033248901367,143,0.2,0.1005924716591835,,,
593920,251,2356,354.0210876464844,145,507.22,0.01,57.28122,0.11365175247192383,0.009988637641072273,0.31020164489746094,0.0004,0.5,0.31611622869968414,28.68626308441162,144,0.2,0.10072885267436504,,,
598016,252,2371,352.9654541015625,146,507.22,0.01,30.225918,0.6835820078849792,0.009988363832235336,0.29863837361335754,0.0004,0.5,0.16399869322776794,28.686549186706543,145,0.2,0.11576812621206045,,,
600000,,,,,,,21.338696,0.3707568645477295,0.009987910278141499,0.272339403629303,0.0004,0.5,0.20247489213943481,28.68687629699707,146,0.2,0.10287856799550354,0.0,359.6189270019531,512.0
602112,249,2412,354.0001220703125,147,507.22,0.01,,,,,,,,,,,,,,
606208,249,2426,351.95428466796875,148,505.3,0.02,21.16822,0.3467389941215515,0.009987382218241692,0.31351688504219055,0.0004,0.49609375,0.24237440526485443,28.687318801879883,147,0.2,0.11393839865922928,,,
610304,250,2440,351.9024963378906,149,505.3,0.02,23.660559,0.6861092150211334,0.009986943565309048,0.7128874659538269,0.0004,0.5,0.13642152398824692,28.68775463104248,148,0.2,0.32763724820688367,,,
614400,250,2455,352.02777099609375,150,505.3,0.02,14.38,0.7386654317378998,0.009986496530473232,0.32263877987861633,0.0004,0.5,0.15308653563261032,28.68815326690674,149,0.2,0.12541194632649422,,,
618496,250,2469,352.6860046386719,151,505.3,0.02,18.066153,0.595942497253418,0.009986373595893383,0.2838630676269531,0.0004,0.5,0.13724787905812263,28.688411712646484,150,0.2,0.10412446223199368,,,
622592,250,2483,352.924560546875,152,506.49,0.02,31.270094,0.8534784913063049,0.009986129589378834,0.2894708216190338,0.0004,0.5,0.1476292610168457,28.68857765197754,151,0.2,0.1160250399261713,,,
626688,250,2497,352.4527587890625,153,506.49,0.02,21.762674,0.649712324142456,0.00998583436012268,0.39193862676620483,0.0004,0.498046875,0.23927489668130875,28.688819885253906,152,0.2,0.1320409718900919,,,
630784,251,2511,347.094970703125,154,498.56,0.04,12.798109,0.8122639954090118,0.009985482320189476,0.3329564332962036,0.0004,0.498046875,0.18138524144887924,28.689111709594727,153,0.2,0.12610637955367565,,,
634880,251,2526,346.3412780761719,155,498.56,0.04,24.88078,0.7780155390501022,0.009985271841287613,0.3179072141647339,0.0004,0.498046875,0.20550313591957092,28.689364433288574,154,0.2,0.11872801929712296,,,
638976,251,2540,342.4649658203125,156,493.74,0.05,17.857426,0.8269174844026566,0.009985099546611309,0.4358968734741211,0.0004,0.5,0.15046916529536247,28.689536094665527,155,0.2,0.19295497424900532,,,
643072,251,2554,341.9020690917969,157,493.74,0.05,8.717094,0.7010987401008606,0.009984958916902542,0.3197671175003052,0.0004,0.494140625,0.15272579342126846,28.68967628479004,156,0.2,0.11797555163502693,,,
647168,251,2568,339.6414489746094,158,489.23,0.06,9.916756,0.6079191565513611,0.009984733536839485,0.3490123152732849,0.0004,0.498046875,0.1913604885339737,28.689842224121094,157,0.2,0.13572204671800137,,,
650000,,,,,,,30.582045,0.5667373239994049,0.009984453208744526,0.275116503238678,0.0004,0.498046875,0.14008856937289238,28.69007110595703,158,0.2,0.106337770819664,0.05,335.39013671875,488.5
651264,249,2611,333.53961181640625,159,481.82,0.07,,,,,,,,,,,,,,
655360,249,2625,334.28485107421875,160,481.82,0.07,16.953394,0.6122612059116364,0.009984169155359268,0.31073397397994995,0.0004,0.5,0.18606116622686386,28.690324783325195,159,0.2,0.11343689635396004,,,
659456,249,2639,334.2781677246094,161,481.82,0.07,16.419521,0.5267263948917389,0.009983819909393787,0.2643190026283264,0.0004,0.5,0.09761068597435951,28.690608978271484,160,0.2,0.11134977452456951,,,
663552,249,2654,324.1583251953125,162,468.22,0.1,9.137585,0.6991933286190033,0.009983528405427933,0.2423732429742813,0.0004,0.5,0.08167029172182083,28.69089698791504,161,0.2,0.10245733708143234,,,
667648,250,2668,327.15081787109375,163,471.81,0.09,46.17601,-0.12512028217315674,0.009983254596590996,0.2928422689437866,0.0004,0.5,0.21329618245363235,28.691152572631836,162,0.2,0.10376765299588442,,,
671744,250,2682,327.08087158203125,164,471.81,0.09,20.034632,0.6329979300498962,0.009983076713979244,0.28730103373527527,0.0004,0.5,0.12480483949184418,28.691356658935547,163,0.2,0.12387938145548105,,,
675840,250,2696,326.92718505859375,165,471.81,0.09,20.273956,0.6270813643932343,0.00998291838914156,5.98992919921875,0.0004,0.498046875,0.07438897341489792,28.691509246826172,164,0.2,2.9724423978477716,,,
679936,250,2711,328.4064025878906,166,475.04,0.08,16.471405,0.7223034501075745,0.009982767514884472,0.2651180624961853,0.0004,0.5,0.12076858058571815,28.691649436950684,165,0.2,0.10248144343495369,,,
684032,251,2724,331.6785583496094,167,479.86,0.07,19.825378,0.5983705818653107,0.009982649236917496,0.25486642122268677,0.0004,0.5,0.10123993456363678,28.691771507263184,166,0.2,0.10199899040162563,,,
688128,251,2738,331.7045593261719,168,479.86,0.07,27.456203,0.6937814652919769,0.009982499293982983,0.26879680156707764,0.0004,0.5,0.06753803417086601,28.69189453125,167,0.2,0.1231926204636693,,,
692224,251,2752,330.7098388671875,169,479.86,0.07,35.99472,0.7759861946105957,0.009982448071241379,0.27184945344924927,0.0004,0.5,0.1207764707505703,28.691986083984375,168,0.2,0.1118869362398982,,,
696320,251,2767,336.5489807128906,170,489.08,0.05,22.301178,0.8565094918012619,0.00998242199420929,0.31133705377578735,0.0004,0.5,0.13644598796963692,28.6920223236084,169,0.2,0.13048630766570568,,,
700000,,,,,,,41.519825,0.8166277259588242,0.00998237356543541,0.29864969849586487,0.0004,0.5,0.06393910199403763,28.692058563232422,170,0.2,0.13346008397638798,0.0,350.19207763671875,512.0
700416,249,2808,339.6239013671875,171,493.7,0.04,,,,,,,,,,,,,,
704512,249,2822,339.46270751953125,172,493.7,0.04,41.697212,0.7097289860248566,0.009982379153370857,0.2937820851802826,0.0004,0.5,0.1730845347046852,28.692079544067383,171,0.2,0.1069350391626358,,,
708608,249,2836,338.7822570800781,173,493.7,0.04,55.088047,0.12629836797714233,0.00998260173946619,0.3329889178276062,0.0004,0.5,0.192388154566288,28.691977500915527,172,0.2,0.12195342499762774,,,
712704,250,2850,341.8070373535156,174,497.93,0.03,31.317776,0.2708616256713867,0.00998286809772253,0.276696115732193,0.0004,0.5,0.11264775693416595,28.69175624847412,173,0.2,0.10679594613611698,,,
716800,250,2864,348.2258605957031,175,507.3,0.01,26.87955,0.6316018998622894,0.009983096271753311,0.3979145288467407,0.0004,0.5,0.24840810894966125,28.6915340423584,174,0.2,0.12701760325580835,,,
720896,250,2878,347.2707824707031,176,507.3,0.01,29.14697,0.28179335594177246,0.009983206167817116,0.42002952098846436,0.0004,0.5,0.26532257348299026,28.691383361816406,175,0.2,0.13720616465434432,,,
724992,250,2893,347.4634704589844,177,507.3,0.01,17.716148,0.4853648543357849,0.009983344003558159,0.25627562403678894,0.0004,0.5,0.12669111415743828,28.691271781921387,176,0.2,0.09356953203678131,,,
729088,250,2906,351.54315185546875,178,512.0,0.0,12.01567,0.11518031358718872,0.00998327974230051,0.2377355694770813,0.0004,0.498046875,0.12579060345888138,28.69123935699463,177,0.2,0.09775476064532995,,,
733184,251,2920,351.9927673339844,179,512.0,0.0,9.516041,0.4439218044281006,0.009983234107494354,0.35213103890419006,0.0004,0.5,0.24160486459732056,28.691288948059082,178,0.2,0.10034874128177762,,,
737280,251,2935,351.91656494140625,180,512.0,0.0,22.506828,0.5477911531925201,0.009983586147427559,0.3549661338329315,0.0004,0.5,0.285777747631073,28.69115161895752,179,0.2,0.12144497316330671,,,
741376,251,2949,351.49053955078125,181,512.0,0.0,17.552095,0.5825152099132538,0.009984061121940613,0.3300924003124237,0.0004,0.49609375,0.20336830615997314,28.690780639648438,180,0.2,0.12236877530813217,,,
745472,251,2963,352.446533203125,182,512.0,0.0,30.14433,0.6635215282440186,0.009984559379518032,0.3127707839012146,0.0004,0.5,0.1674371287226677,28.69034194946289,181,0.2,0.10191627265885472,,,
749568,251,2977,352.52203369140625,183,512.0,0.0,54.431194,0.8024020791053772,0.009985113516449928,0.3537369966506958,0.0004,0.49609375,0.20612754672765732,28.689868927001953,182,0.2,0.12590398965403438,,,
750000,,,,,,,28.311338,0.6442092657089233,0.00998553168028593,0.4388906955718994,0.0004,0.498046875,0.31224679946899414,28.689433097839355,183,0.2,0.13921131752431393,0.1,312.2025451660156,462.15
753664,249,3021,351.9776916503906,184,512.0,0.0,,,,,,,,,,,,,,
757760,249,3035,351.37713623046875,185,512.0,0.0,15.47768,0.21043866872787476,0.009985885582864285,0.4096022844314575,0.0004,0.494140625,0.2990698963403702,28.689087867736816,184,0.2,0.13853242015466094,,,
761856,249,3050,351.1968688964844,186,512.0,0.0,16.961727,0.32277411222457886,0.009986072778701782,0.3874983489513397,0.0004,0.5,0.2177337408065796,28.688846588134766,185,0.2,0.1361941061913967,,,
765952,249,3064,350.04229736328125,187,512.0,0.0,15.658817,0.647630512714386,0.009986157529056072,0.3488731384277344,0.0004,0.5,0.1907293200492859,28.688725471496582,186,0.2,0.11613889969885349,,,
770048,250,3078,349.4530029296875,188,512.0,0.0,22.174194,0.7366105914115906,0.009986387565732002,0.3983728289604187,0.0004,0.5,0.1985398307442665,28.688586235046387,187,0.2,0.1507132644765079,,,
774144,250,3093,343.0713195800781,189,502.02,0.02,24.639526,0.7572519332170486,0.009986739605665207,0.38184839487075806,0.0004,0.5,0.18531670421361923,28.688326835632324,188,0.2,0.14503034763038158,,,
778240,250,3107,342.18572998046875,190,502.02,0.02,15.631712,0.6584399342536926,0.009987070225179195,0.2823563814163208,0.0004,0.5,0.1861414536833763,28.688020706176758,189,0.2,0.1079550962895155,,,
782336,250,3121,340.0312194824219,191,502.02,0.02,34.764458,0.8130076676607132,0.009987317956984043,0.29969826340675354,0.0004,0.5,0.10276684165000916,28.68776035308838,190,0.2,0.13088213745504618,,,
786432,250,3135,339.7003173828125,192,502.02,0.02,41.111286,0.8317417204380035,0.009987439028918743,0.384986013174057,0.0004,0.5,0.14167262241244316,28.68759536743164,191,0.2,0.16810105554759502,,,
790528,250,3150,339.77899169921875,193,502.02,0.02,24.073671,0.8272625356912613,0.009987306781113148,0.3308166265487671,0.0004,0.5,0.11668168753385544,28.687602043151855,192,0.2,0.1413379879668355,,,
794624,251,3164,338.44512939453125,194,502.02,0.02,20.104591,0.5936166942119598,0.009987029246985912,0.349403977394104,0.0004,0.5,0.1746487021446228,28.68778896331787,193,0.2,0.1389880608767271,,,
798720,251,3178,338.17169189453125,195,502.02,0.02,35.337315,0.7878879606723785,0.00998676661401987,0.360378623008728,0.0004,0.5,0.13331884518265724,28.688034057617188,194,0.2,0.15745871141552925,,,
800000,,,,,,,42.728745,0.7982910871505737,0.009986557066440582,0.3304101526737213,0.0004,0.5,0.10716965794563293,28.688247680664062,195,0.2,0.13706168718636036,0.0,346.2484130859375,512.0
802816,249,3219,337.90557861328125,196,502.02,0.02,,,,,,,,,,,,,,
806912,249,3233,337.7017517089844,197,502.02,0.02,32.897896,0.8511911332607269,0.009986162185668945,0.31680482625961304,0.0004,0.5,0.11574807018041611,28.688520431518555,196,0.2,0.13088612630963326,,,
811008,249,3247,337.3096923828125,198,502.02,0.02,24.512253,0.8446829617023468,0.009985683485865593,0.2268449068069458,0.0004,0.5,0.07052219659090042,28.688912391662598,197,0.2,0.0949770612642169,,,
815104,249,3262,337.66143798828125,199,502.02,0.02,24.554869,0.7296442687511444,0.009985408745706081,0.26122045516967773,0.0004,0.5,0.06559569388628006,28.689249992370605,198,0.2,0.10657887998968363,,,
819200,250,3275,338.013916015625,200,502.02,0.02,52.54492,0.6839156448841095,0.009985198266804218,0.26732778549194336,0.0004,0.5,0.07293292135000229,28.689468383789062,199,0.2,0.11489331070333719,,,
823296,250,3290,341.20867919921875,201,507.01,0.01,126.877884,0.6918808817863464,0.00998504925519228,0.2487381100654602,0.0004,0.5,0.05705370381474495,28.68963050842285,200,0.2,0.108314648270607,,,
827392,250,3304,345.0498962402344,202,512.0,0.0,45.892944,0.6096430420875549,0.009984908625483513,0.18247906863689423,0.0004,0.5,0.035802094265818596,28.689760208129883,201,0.2,0.08161048451438546,,,
831488,250,3318,345.8302001953125,203,512.0,0.0,57.65484,-0.09274637699127197,0.009984863921999931,0.36358755826950073,0.0004,0.5,0.16551651805639267,28.689844131469727,202,0.2,0.1399330236017704,,,
835584,250,3332,346.5390319824219,204,512.0,0.0,51.516216,0.5042283236980438,0.009984840638935566,0.29427164793014526,0.0004,0.5,0.10174747928977013,28.68987464904785,203,0.2,0.12132173031568527,,,
839680,250,3346,346.2983093261719,205,512.0,0.0,66.7387,0.325805127620697,0.0099848797544837,0.1977810263633728,0.0004,0.5,0.08785077556967735,28.68986701965332,204,0.2,0.07610539859160781,,,
843776,251,3361,346.48828125,206,512.0,0.0,51.317738,0.5714440643787384,0.009984966367483139,0.20857864618301392,0.0004,0.5,0.03546728566288948,28.68980884552002,205,0.2,0.09520946256816387,,,
847872,251,3375,347.28302001953125,207,512.0,0.0,31.48097,0.48613154888153076,0.009985003620386124,0.22265852987766266,0.0004,0.498046875,0.02097488008439541,28.689751625061035,206,0.2,0.10483535751700401,,,
850000,,,,,,,22.259386,0.3401290774345398,0.00998486578464508,0.23986731469631195,0.0004,0.5,0.04165694210678339,28.68979549407959,207,0.2,0.11570259556174278,0.05,336.5498352050781,487.05
851968,249,3416,347.4647216796875,208,512.0,0.0,,,,,,,,,,,,,,
856064,249,3430,348.4227600097656,209,512.0,0.0,30.130592,0.6094966530799866,0.009984823875129223,0.22686521708965302,0.0004,0.5,0.04551840387284756,28.689873695373535,208,0.2,0.10273293405771255,,,
860160,249,3444,348.1743469238281,210,512.0,0.0,15.458502,0.3620830178260803,0.009984821081161499,0.21084026992321014,0.0004,0.498046875,0.033755131997168064,28.689891815185547,209,0.2,0.09903795318678021,,,
864256,249,3458,348.5478820800781,211,512.0,0.0,13.606513,0.696771651506424,0.009984791278839111,0.28889912366867065,0.0004,0.5,0.04359064996242523,28.68990421295166,210,0.2,0.1373752374202013,,,
868352,250,3473,349.8792724609375,212,512.0,0.0,68.06279,0.48968052864074707,0.00998479314148426,0.24622516334056854,0.0004,0.5,0.0463584940880537,28.689913749694824,211,0.2,0.10829202830791473,,,
872448,250,3487,349.9023132324219,213,512.0,0.0,50.197872,0.0398983359336853,0.009984657168388367,0.2117345631122589,0.0004,0.5,0.04252307862043381,28.689971923828125,212,0.2,0.09935098700225353,,,
876544,250,3501,349.9316711425781,214,512.0,0.0,48.746983,0.37014442682266235,0.009984445758163929,0.2760310173034668,0.0004,0.5,0.0401952862739563,28.6901273727417,213,0.2,0.13131774216890335,,,
880640,250,3515,350.33868408203125,215,512.0,0.0,16.141836,0.5367388427257538,0.009984304197132587,0.3029614984989166,0.0004,0.5,0.045189112424850464,28.69028377532959,214,0.2,0.14211410656571388,,,
884736,250,3530,345.5356140136719,216,502.14,0.02,57.27573,0.5485084354877472,0.009984361007809639,0.25584909319877625,0.0004,0.5,0.04481999948620796,28.690320014953613,215,0.2,0.11528497189283371,,,
888832,250,3544,345.8388671875,217,502.14,0.02,21.387863,-0.6322699785232544,0.009984354488551617,0.20785300433635712,0.0004,0.5,0.08575509116053581,28.69029712677002,216,0.2,0.08164265705272555,,,
892928,250,3558,346.8216552734375,218,501.94,0.03,22.757252,0.2897077798843384,0.009984103962779045,0.2920111119747162,0.0004,0.5,0.06656084582209587,28.690410614013672,217,0.2,0.1271936595439911,,,
897024,251,3573,343.86212158203125,219,497.64,0.04,23.064915,0.5802013278007507,0.009983798488974571,0.2572363317012787,0.0004,0.5,0.044018032029271126,28.69066047668457,218,0.2,0.11349581182003021,,,
900000,,,,,,,31.426762,-0.09230554103851318,0.009983209893107414,0.3354560434818268,0.0004,0.5,0.23093437403440475,28.691062927246094,219,0.2,0.09328859951347113,0.05,346.9303283691406,490.25
901120,249,3615,343.36541748046875,220,494.74,0.05,,,,,,,,,,,,,,
905216,249,3630,338.8497314453125,221,486.38,0.07,18.808216,0.5756120681762695,0.009982793591916561,0.2996571660041809,0.0004,0.5,0.17748738825321198,28.691514015197754,220,0.2,0.0983046805486083,,,
909312,249,3644,340.0770263671875,222,486.38,0.07,41.82247,-1.4495432376861572,0.009982495568692684,0.39810240268707275,0.0004,0.5,0.3068150281906128,28.691835403442383,221,0.2,0.1318129114806652,,,
913408,249,3659,337.7635803222656,223,481.89,0.08,49.688065,-0.7961560487747192,0.009982127696275711,0.2753513753414154,0.0004,0.5,0.059100668877363205,28.69213581085205,222,0.2,0.12340449867770076,,,
917504,249,3672,337.50469970703125,224,481.89,0.08,24.311775,0.5872763395309448,0.009981576353311539,0.3020280599594116,0.0004,0.5,0.1380181983113289,28.69254970550537,223,0.2,0.11502128839492798,,,
921600,249,3686,338.5934753417969,225,481.89,0.08,26.717651,0.782545268535614,0.009980984963476658,0.26127153635025024,0.0004,0.5,0.09837239980697632,28.693062782287598,224,0.2,0.1105503635481,,,
925696,250,3701,337.7821350097656,226,481.89,0.08,28.320297,0.8729459494352341,0.00998066458851099,0.25776293873786926,0.0004,0.5,0.03781328164041042,28.69347381591797,225,0.2,0.12258790154010057,,,
929792,250,3715,334.56951904296875,227,478.39,0.09,58.6379,0.4355667233467102,0.009980293922126293,0.3975626826286316,0.0004,0.5,0.2488732784986496,28.693784713745117,226,0.2,0.14285265281796455,,,
933888,250,3729,342.0220947265625,228,488.25,0.07,68.100945,0.432841420173645,0.009980064816772938,0.3614940345287323,0.0004,0.498046875,0.22926340252161026,28.694053649902344,227,0.2,0.13400922063738108,,,
937984,250,3744,338.9906311035156,229,483.49,0.07,39.96957,-1.16715407371521,0.009979862719774246,0.3837912082672119,0.0004,0.5,0.2518005892634392,28.694247245788574,228,0.2,0.14261562936007977,,,
942080,250,3759,324.1180725097656,230,460.48,0.12,32.93353,-0.2318401336669922,0.009979690425097942,0.3576570451259613,0.0004,0.5,0.22184904664754868,28.69441509246826,229,0.2,0.1425655595958233,,,
946176,250,3773,329.2597351074219,231,467.68,0.1,31.107151,-0.30289995670318604,0.00997957307845354,0.439772367477417,0.0004,0.5,0.29536253213882446,28.694543838500977,230,0.2,0.1285860249772668,,,
950000,,,,,,,43.43882,0.25556886196136475,0.009979537688195705,0.3549797832965851,0.0004,0.5,0.14458201080560684,28.69461154937744,231,0.2,0.13554712384939194,0.0,358.494140625,512.0
950272,249,3814,329.8607177734375,232,467.68,0.1,,,,,,,,,,,,,,
954368,249,3829,326.8435974121094,233,463.53,0.11,26.053638,0.2439517378807068,0.009979375638067722,0.37908935546875,0.0004,0.5,0.1818927377462387,28.694700241088867,232,0.2,0.13528482802212238,,,
958464,249,3844,323.6934509277344,234,458.27,0.12,45.372345,0.3100021481513977,0.009979267604649067,0.3873649537563324,0.0004,0.5,0.2794502079486847,28.69482135772705,233,0.2,0.126672537997365,,,
962560,249,3859,317.7733154296875,235,448.9,0.14,43.854202,-0.3723703622817993,0.009979378432035446,0.44354692101478577,0.0004,0.5,0.3344711661338806,28.694819450378418,234,0.2,0.14605762809515,,,
966656,249,3873,317.9862365722656,236,448.9,0.14,29.555546,-0.8585110902786255,0.00997944176197052,0.40736424922943115,0.0004,0.5,0.2479621022939682,28.69473934173584,235,0.2,0.1379334379453212,,,
970752,249,3887,314.37005615234375,237,443.27,0.15,56.713326,0.182980477809906,0.009979411028325558,0.4038814902305603,0.0004,0.5,0.259287491440773,28.69472312927246,236,0.2,0.1474176226183772,,,
974848,249,3902,314.6461181640625,238,443.27,0.15,23.585796,0.22608202695846558,0.00997933279722929,0.3499394655227661,0.0004,0.5,0.17959515750408173,28.694772720336914,237,0.2,0.12431277334690094,,,
978944,249,3916,317.233642578125,239,448.23,0.14,10.686496,0.020969688892364502,0.009979110211133957,0.4261183440685272,0.0004,0.5,0.20698940008878708,28.69490909576416,238,0.2,0.15550103411078453,,,
983040,250,3930,314.2113342285156,240,443.83,0.15,12.886942,-0.042223453521728516,0.009978885762393475,0.3413084149360657,0.0004,0.5,0.17039122432470322,28.695109367370605,239,0.2,0.13062956556677818,,,
987136,250,3944,323.6501159667969,241,457.59,0.12,40.776268,-0.3755648136138916,0.009978635236620903,0.39004838466644287,0.0004,0.5,0.22263362258672714,28.695322036743164,240,0.2,0.14627785794436932,,,
991232,250,3958,330.07269287109375,242,466.84,0.1,26.517487,-0.2119072675704956,0.009978380985558033,0.4150882959365845,0.0004,0.5,0.236321359872818,28.695549964904785,241,0.2,0.1474935431033373,,,
995328,250,3974,313.1865539550781,243,443.32,0.15,18.408043,0.7083994150161743,0.009978226386010647,0.3417086899280548,0.0004,0.5,0.11478080973029137,28.695734977722168,242,0.2,0.14716163417324424,,,
999424,250,3988,315.7996826171875,244,446.79,0.14,22.514538,-0.6359891891479492,0.009977937676012516,0.42892158031463623,0.0004,0.5,0.3520449697971344,28.695934295654297,243,0.2,0.13613029476255178,,,
1000000,,,,,,,40.405277,0.3434825539588928,0.009977759793400764,0.3555695414543152,0.0004,0.5,0.13705845177173615,28.696144104003906,244,0.2,0.1430977713316679,0.05,350.8807373046875,490.15
1003520,248,4032,317.8255615234375,245,451.71,0.13,,,,,,,,,,,,,,
